"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009925","basal plasma membrane","11/217","144/10792",0.0763888888888889,3.79902713773682,4.84367348206306,0.000151747017532614,0.0294744312045074,0.0273062597493282,"CD38/SLC4A8/SLC12A2/DLG3/SLC9A1/NEDD9/SLC16A10/SLC2A1/SLC16A3/INPPL1/MYO1C",11
"GO:0000786","nucleosome","9/217","104/10792",0.0865384615384615,4.30379298121234,4.84955398737628,0.000239268417816723,0.0294744312045074,0.0273062597493282,"MACROH2A1/H1-3/H2BC5/H2BC21/H1-2/H4C16/H2BC8/H3C1/H4C5",9
"GO:0045178","basal part of cell","11/217","153/10792",0.0718954248366013,3.57555495316406,4.5960702349254,0.000258547642144802,0.0294744312045074,0.0273062597493282,"CD38/SLC4A8/SLC12A2/DLG3/SLC9A1/NEDD9/SLC16A10/SLC2A1/SLC16A3/INPPL1/MYO1C",11
