"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0003712","transcription coregulator activity","81/1369","414/10782",0.195652173913043,1.54092165020485,4.28010337402889,3.57483705197973e-05,0.0337107134001689,0.0330013904693287,"RNF14/YAF2/BCLAF1/FOXP3/KMT2C/HIPK2/TAF11/CBFB/KAT6A/NCOA1/SIRT1/FBXL19/EP300/ZMYND8/SMAD7/TBL1X/KAT8/ASAH1/MED26/DYRK1B/TRIM14/PHF12/LPXN/BIRC2/CNOT2/ZNF451/HDAC1/TRIM32/SUPT7L/CD274/MED13L/PFDN5/TRERF1/MED18/DNAJB1/TRIM21/TRIM5/BTG1/KAT7/CIR1/TDG/PML/TCF25/SS18/CBX4/RERE/NFKBIZ/MTDH/JMY/MED21/JAZF1/RNF20/MED7/USP16/KAT6B/DYRK1A/BTG2/MED8/MED11/MYSM1/NIPBL/NSD1/CTNNB1/SF1/IRF2BP2/RIOX2/TRIM8/JMJD1C/TADA2B/SERTAD2/CITED4/BCOR/MAML2/SS18L1/BCL9L/MRTFA/ZXDB/DAXX/EID1/TAF9/TADA2A",81
