"Gene","ModuleColor","kME_blue","p.kME_blue","GS_Activation_Status.Activated","PValue"
"SDE2","blue",0.894500365184254,7.39784027080419e-15,-0.471637576223613,0.00212493219078211
"ITPKB","blue",0.920616634755317,4.20158703565812e-17,-0.882236219042908,5.35298826940209e-14
"C1orf35","blue",0.831133063644511,3.1608871551931e-11,-0.538558578795374,0.000337154167310872
"PPFIA4","blue",-0.746680274616595,3.15920213112392e-08,0.921773629350369,3.21157858244971e-17
"ASXL2","blue",-0.851664635340233,3.25261841606082e-12,0.415388200021244,0.00768798586839867
"DUSP11","blue",0.932254838838416,2.29058659452853e-18,-0.690175080693036,8.33491533094895e-07
"RALB","blue",-0.847044314243712,5.58368688803874e-12,0.903296788190435,1.53089153755689e-15
"SCRN3","blue",-0.852566276480213,2.92086439096164e-12,0.516595522817334,0.000643303572870044
"LNPK","blue",-0.909532250633966,4.56171509472192e-16,0.751064920802447,2.36513160288665e-08
"DIS3L2","blue",0.902965650081767,1.62879279387574e-15,-0.811362833094471,2.15538895287861e-10
"GMPPA","blue",-0.917621100255103,8.27008713513001e-17,0.537498856769684,0.00034818503839335
"CAND2","blue",0.767423520638708,7.60483951287993e-09,-0.690029122474661,8.39765939513044e-07
"SLC25A26","blue",0.879163150474867,8.49374976486704e-14,-0.855803155294969,1.97332346371958e-12
"NFKBIZ","blue",0.885461092656491,3.25177170502148e-14,-0.560397343177622,0.000169467241500239
"OSBPL11","blue",-0.792874412678403,1.07071051775165e-09,0.484349821002869,0.00154054165705293
"NCEH1","blue",-0.811671395591133,2.09541144676443e-10,0.683924250080824,1.14479778410839e-06
"CENPC","blue",0.933244816906568,1.74689132776207e-18,-0.757229078811585,1.55843983833824e-08
"TRMT10A","blue",-0.863805547123065,7.17453136792376e-13,0.782377122504263,2.48035795303337e-09
"CISD2","blue",-0.794112588553893,9.66643274178485e-10,0.925639721320579,1.26869522082777e-17
"NAF1","blue",0.769396515988328,6.59128397900871e-09,-0.322340312766659,0.042507633101281
"SRD5A1","blue",-0.898517694532113,3.66778375036066e-15,0.570257137165938,0.000122255403758936
"SKP2","blue",-0.905423924229892,1.02251128587895e-15,0.809868940711133,2.46916799462291e-10
"PLK2","blue",0.928031069119003,6.96335317939084e-18,-0.583898661355628,7.64645696939962e-05
"FEM1C","blue",0.846317882329496,6.06903134017937e-12,-0.427997683543014,0.0058689993944488
"ZNF300","blue",0.723670775457495,1.31825519612739e-07,-0.450953762018061,0.00349610335396331
"FAM50B","blue",-0.830302654859502,3.44308994566444e-11,0.501281995141033,0.000984355848377612
"PPP1R18","blue",-0.906341927527739,8.56531366412118e-16,0.880286926829444,7.18478912543915e-14
"PHIP","blue",0.876911524025378,1.18193150642523e-13,-0.801385387291464,5.22669783980226e-10
"ARMT1","blue",-0.925362361442208,1.35835145192067e-17,0.884177359938419,3.97245634504117e-14
"MEPCE","blue",0.905400728242348,1.02707387570345e-15,-0.616789325729595,2.25191154339236e-05
"ZC3HAV1L","blue",-0.810170794825045,2.40251332043825e-10,0.919459335833458,5.47498258188473e-17
"LUC7L2","blue",0.787706726777039,1.62865111201061e-09,-0.249298305746958,0.120826985132683
"KDM6A","blue",0.959448029677383,1.69436102185502e-22,-0.821457301060135,8.32867162921635e-11
"MCPH1","blue",0.837292209627896,1.65173663564884e-11,-0.793365198333829,1.02826822537194e-09
"UHRF2","blue",0.889623354735797,1.6709498696656e-14,-0.639279706828625,8.9867415002386e-06
"C9orf72","blue",0.816633908232138,1.32140101351548e-10,-0.624851753306235,1.63350391904029e-05
"CEP78","blue",-0.893589981461125,8.63880786931516e-15,0.857324005328346,1.63585567875088e-12
"MFSD14B","blue",-0.954760718008079,1.29964981567199e-21,0.872319339975922,2.2738497755436e-13
"INIP","blue",-0.969235649700701,9.69678527014002e-25,0.819260486616338,1.02945674523399e-10
"SEC16A","blue",0.87579786342117,1.3884612134391e-13,-0.595331795677621,5.07564917900117e-05
"MSRB2","blue",-0.842044692258291,9.82555987859971e-12,0.741886138606623,4.30693388261625e-08
"FAM171A1","blue",-0.745016269060511,3.52068783296195e-08,0.472885340082475,0.00206001100714308
"ZEB1","blue",0.869380434773118,3.41154442447528e-13,-0.678313179978695,1.51224993079459e-06
"ITPRIP","blue",0.857971059398816,1.50940483354027e-12,-0.379307582432075,0.0157847311104018
"IMMP1L","blue",-0.816503423184445,1.33775389006793e-10,0.811176282182896,2.19242524175332e-10
"SLC43A1","blue",-0.922927777069916,2.4463010760365e-17,0.859808219182155,1.19856276860645e-12
"ARFGAP2","blue",0.888025873989461,2.16414607044857e-14,-0.584137889023956,7.58236446522689e-05
"HIKESHI","blue",-0.900549056042908,2.54366158268231e-15,0.774231131484702,4.61469147808748e-09
"KLHL35","blue",0.929439283608753,4.84353838910062e-18,-0.76434709105251,9.47882898056662e-09
"CAPN5","blue",0.811809337940266,2.06910682869562e-10,-0.740331617301457,4.75535744752783e-08
"SLX4IP","blue",-0.882486504750699,5.15254722113897e-14,0.81407848118909,1.67836123734676e-10
"LAMTOR1","blue",-0.838946363881191,1.38117631874116e-11,0.721644113312832,1.48491725575929e-07
"TMEM138","blue",0.916537983987418,1.04982269235363e-16,-0.786626221821894,1.77534139959102e-09
"SIDT2","blue",0.900384714286422,2.62086537080916e-15,-0.854599169956653,2.2857353114668e-12
"C20orf144","blue",-0.738223299895802,5.43303063821064e-08,0.505792870736529,0.000870216154981615
"YTHDF1","blue",0.859642175176881,1.22396762315762e-12,-0.537758122456995,0.000345456779813054
"NUDT22","blue",-0.944365646457045,6.0400743403387e-20,0.64161115223856,8.13596596278318e-06
"PLCB3","blue",-0.891457589896325,1.23552808195795e-14,0.712007299274311,2.57958824186975e-07
"TAOK2","blue",-0.847760555549919,5.14099668672532e-12,0.455807716539259,0.00311907043921913
"TMEM218","blue",-0.823683288003688,6.69941852742003e-11,0.322513735717735,0.0423901482476946
"PTS","blue",0.82665136194781,4.98786450239163e-11,-0.371354564420575,0.0183126036208865
"FOXO1","blue",0.951090218637065,5.54140271519845e-21,-0.856387007357231,1.83670166993309e-12
"DCP1B","blue",-0.885508890865227,3.22747618230611e-14,0.493182613009709,0.00122303899519723
"UEVLD","blue",-0.908115342129624,6.05167010143e-16,0.829736958975327,3.64867036791578e-11
"FAM177A1","blue",0.893436013301162,8.86714903907376e-15,-0.493837540580057,0.00120199184340345
"NEK7","blue",-0.904909423873398,1.12833868215153e-15,0.629996384238744,1.32461113560924e-05
"VIPAS39","blue",-0.929280020172859,5.04842117952659e-18,0.699825461591119,5.02690308347026e-07
"FAM168B","blue",0.828807554575527,4.01157862317157e-11,-0.527781534857191,0.000465469226196753
"JMY","blue",0.946494450182338,2.93229487889949e-20,-0.789972575683694,1.35700658180247e-09
"ZNF256","blue",0.79280026030371,1.07726356548848e-09,-0.730491188670007,8.76271608855279e-08
"SLC30A6","blue",-0.945055597150723,4.79399942217057e-20,0.794230725562126,9.57224217462102e-10
"SAR1B","blue",0.722904653070273,1.3791043374059e-07,-0.742002267468698,4.27506422327636e-08
"GPR180","blue",-0.92696083035554,9.1309093871295e-18,0.813939258204847,1.7001914470809e-10
"PANK1","blue",-0.846535304502477,5.91976798436129e-12,0.716622135111795,1.98568281920782e-07
"MED21","blue",0.925587070488285,1.28527320585812e-17,-0.82938182730791,3.78354690734786e-11
"RANBP2","blue",0.873544247030227,1.91444775868886e-13,-0.56451102322352,0.000148068022513172
"TMEM87B","blue",-0.74589667154115,3.32490123473027e-08,0.358359340023777,0.0231716430364999
"NR4A2","blue",0.771797976635723,5.52755195812015e-09,-0.284265387472738,0.0754498956458172
"LINC00467","blue",-0.747481958782246,2.99764880892985e-08,0.682772461509674,1.21271781277891e-06
"LPCAT1","blue",-0.835176509883877,2.07043550664068e-11,0.666237769064934,2.69870060180352e-06
"GTF2E1","blue",-0.955641860558648,9.01282414402143e-22,0.647579889870062,6.28306228285017e-06
"ZDHHC7","blue",0.744709539591237,3.59137892596088e-08,-0.377994596610531,0.0161805163066174
"SREK1","blue",0.918910503784077,6.19877433801039e-17,-0.479189701363697,0.00175796535566292
"CHD1","blue",0.935752313419459,8.62858226290409e-19,-0.605678022611405,3.45544969430663e-05
"HS2ST1","blue",-0.808804088505982,2.71837724973563e-10,0.939418071235752,2.91859809065364e-19
"AK5","blue",0.700155442830264,4.93901364373742e-07,-0.791610277116898,1.18768574551033e-09
"MIA3","blue",0.816069892961493,1.39345585787297e-10,-0.847658316487617,5.20210693023271e-12
"CCDC144BP","blue",0.812754196231978,1.89706585508822e-10,-0.690994517254982,7.99062064985624e-07
"PI4K2A","blue",0.758630036920094,1.41505170921681e-08,-0.281054718366287,0.0789545349706875
"SLC25A28","blue",0.859466667830636,1.25136966702443e-12,-0.554044556349858,0.000208028938852635
"HEATR3","blue",-0.897141648663079,4.67930870742155e-15,0.817754702164732,1.18844553539997e-10
"C9orf85","blue",-0.892645696909341,1.01314352647094e-14,0.746377878309068,3.22221489245336e-08
"PDIA4","blue",-0.940930725280841,1.82936400906037e-19,0.851441121991001,3.34016337735125e-12
"RMND1","blue",-0.785594472975163,1.92684121377336e-09,0.473320353366927,0.00203779124099972
"AFF2","blue",0.741755306401485,4.34310298010472e-08,-0.481117502073796,0.00167376015943856
"CARNMT1","blue",-0.827670582040248,4.50153131002993e-11,0.919365659702746,5.59259657799056e-17
"GNAQ","blue",0.898618915553423,3.60216182400987e-15,-0.767757713465082,7.42353158937079e-09
"DCK","blue",-0.870536335181874,2.91182316362578e-13,0.678897684314672,1.46944014054417e-06
"DRAM2","blue",0.732186642313471,7.90176666409918e-08,-0.483119436104086,0.00159010426791895
"USP16","blue",0.956416836537801,6.49172786715444e-22,-0.637029915365525,9.88425504997638e-06
"BACH1","blue",0.947232038256984,2.26710908782465e-20,-0.797663715591869,7.18164430366362e-10
"RPGR","blue",0.85672819245669,1.76102902527018e-12,-0.61077339744933,2.84513649189925e-05
"PCGF6","blue",-0.932312355408148,2.25506134625831e-18,0.888085685019754,2.14344205371252e-14
"RPL30","blue",0.858254155004103,1.45701924622516e-12,-0.76015290721896,1.2731712481203e-08
"NPTN","blue",-0.806516548572968,3.33540110806023e-10,0.651378059644052,5.31471391308298e-06
"KAT6B","blue",0.895639519978718,6.0808323422409e-15,-0.935959586802341,8.12958081430291e-19
"SAMD8","blue",0.852973164158915,2.78179887994622e-12,-0.461313448053691,0.00273489507226443
"FBRS","blue",0.926282722441913,1.08184528651997e-17,-0.677448233502275,1.57771205723012e-06
"SASS6","blue",-0.855557329523167,2.03365393785284e-12,0.935069770498282,1.04840224887439e-18
"PDE6D","blue",-0.951888561153164,4.08179071542545e-21,0.783769791503992,2.22469345218473e-09
"EIF4A2","blue",0.936438260473224,7.0792928451677e-19,-0.611268868927831,2.79137281536851e-05
"ODR4","blue",0.782841669855844,2.39217809560216e-09,-0.31855541586417,0.0451382150197385
"PAXIP1","blue",-0.815875006439841,1.41919650989103e-10,0.949288060729446,1.08479721151205e-20
"TSC22D3","blue",0.940677202909153,1.98003293420224e-19,-0.78800521025469,1.59017033070695e-09
"VPS26C","blue",-0.908652990865202,5.43917939598693e-16,0.693345421925538,7.07438192178404e-07
"BRAF","blue",0.880382216643894,7.08300185451237e-14,-0.85621323099698,1.87640759451279e-12
"SPPL3","blue",0.849798641783814,4.05468388877273e-12,-0.803907352386088,4.19815825730573e-10
"RAB28","blue",-0.896215017539298,5.50270453108425e-15,0.823089274381829,7.10220779991595e-11
"EYA3","blue",-0.936482050107611,6.98989364821507e-19,0.846522462250103,5.92848777122183e-12
"MITD1","blue",-0.901096298469382,2.30173873498684e-15,0.503902556390647,0.000916529523886616
"SPATA2","blue",0.832845187770203,2.64605770326745e-11,-0.385925387174759,0.0139120145410835
"TMED4","blue",0.8636777961659,7.29498535901807e-13,-0.513197762491174,0.00070819601460159
"PPP1R15B","blue",0.906789068441606,7.85213977232624e-16,-0.511398776176832,0.000744863920380851
"ZSCAN12","blue",-0.703477741582032,4.12991948532147e-07,0.496899406658904,0.00110779217927294
"DUSP23","blue",-0.848742180019494,4.58757253340819e-12,0.89530311696292,6.44477596220855e-15
"TOMM40L","blue",-0.812155410630899,2.00446661982572e-10,0.929176735366426,5.18563333303318e-18
"ALG8","blue",-0.787958377777233,1.5961513442485e-09,0.86549522632402,5.74730261763299e-13
"SON","blue",0.960525142813931,1.02551745194582e-22,-0.652000247310602,5.16982917804309e-06
"RCAN1","blue",-0.870855752651033,2.7863839328245e-13,0.722596364432829,1.40431671500085e-07
"CBR1","blue",-0.917891057511003,7.78872324421009e-17,0.90420090352421,1.29105408825964e-15
"BTG2","blue",0.959701600010569,1.50732233417051e-22,-0.70131554890415,4.6411735362562e-07
"TNFRSF13C","blue",0.824573641277272,6.13556129461848e-11,-0.849734502105469,4.08530392363382e-12
"BSDC1","blue",0.881834213262065,5.69035752396981e-14,-0.905335573899361,1.03999239684324e-15
"SSU72","blue",0.945780840745015,3.74814572356504e-20,-0.739787057580248,4.92243830610318e-08
"UBE2J2","blue",-0.916351952238349,1.09337672184311e-16,0.702833947292676,4.27641738088049e-07
"PKNOX1","blue",-0.827431363895931,4.61151345304931e-11,0.495868514608232,0.00113874956167256
"U2AF1","blue",0.906982337300835,7.56153891452389e-16,-0.477834085160315,0.00181939415327126
"CSTB","blue",-0.844313235419721,7.62175762090064e-12,0.671145705155272,2.13948855242724e-06
"AGPAT3","blue",-0.859022161399016,1.32337056833238e-12,0.849067593295014,4.41680650846229e-12
"SAFB","blue",0.711160703149304,2.7049599347378e-07,-0.399386846193114,0.0106775240199187
"CHTOP","blue",0.781360657248371,2.68398655655526e-09,-0.758962032171939,1.38292153472991e-08
"ZBTB7B","blue",-0.873327370315236,1.97391748002613e-13,0.926040778471924,1.14887681867428e-17
"CRTC2","blue",0.857577560524509,1.58516349458489e-12,-0.477474977392499,0.00183598062911391
"ALKBH4","blue",-0.796279851454321,8.06885187541362e-10,0.378769459351194,0.0159459428553515
"ABCF3","blue",0.925344386178856,1.36436349324891e-17,-0.863208237656743,7.75424777799682e-13
"U2AF1L4","blue",0.940459394181708,2.11876204801122e-19,-0.72919155638678,9.48073609177133e-08
"BDH1","blue",-0.77275144261583,5.15144278111648e-09,0.726245780578895,1.13149860381208e-07
"THAP8","blue",-0.814856307818985,1.56114589065809e-10,0.395437173365388,0.011552125032146
"ZNF382","blue",-0.759952159890173,1.29108472887813e-08,0.430523480037313,0.00555328491642469
"FDXR","blue",-0.79643173390892,7.96670042603547e-10,0.801274947950536,5.27671909515028e-10
"SAP30BP","blue",0.969556149676883,7.96928607082798e-25,-0.69799540076075,5.541143476598e-07
"PRPSAP1","blue",-0.864231360197087,6.78639577379922e-13,0.464647029658388,0.00252302021537305
"JOSD2","blue",-0.8073374485795,3.10029569597474e-10,0.726947085397013,1.08506662163922e-07
"TAMALIN","blue",0.95335530680522,2.29583569100219e-21,-0.697029243253792,5.83183415936223e-07
"LEMD2","blue",0.864890800070613,6.224023777245e-13,-0.785215756008441,1.98541636326755e-09
"MED11","blue",-0.912476757079411,2.49737588308918e-16,0.518084356096763,0.000616580885622013
"CXCL16","blue",0.878844166439726,8.90430812387068e-14,-0.638688814481999,9.2149377684507e-06
"TBC1D24","blue",-0.855595455289119,2.02418501911092e-12,0.635530193376775,1.05273658412916e-05
"FLYWCH2","blue",-0.860662092613947,1.07555637499844e-12,0.469279037913012,0.00225257900743154
"UBXN1","blue",0.873723091671479,1.86667838974354e-13,-0.643812227998547,7.40115428754166e-06
"NXF1","blue",0.865060401065704,6.08663597313583e-13,-0.840758254179345,1.13277393316751e-11
"RPS6KA4","blue",-0.869474998828233,3.3678146006497e-13,0.798463197409535,6.71152334378231e-10
"COA7","blue",-0.929660912914887,4.57145068092286e-18,0.792605877248679,1.09461995393738e-09
"RAVER2","blue",0.910598699410536,3.67626929694251e-16,-0.768526856153014,7.0214402819437e-09
"SCNN1D","blue",0.873265406166049,1.99122502434412e-13,-0.752476125091474,2.15200192991517e-08
"MYSM1","blue",0.912574015402798,2.44729011693087e-16,-0.721990387352081,1.45512445776834e-07
"HENMT1","blue",-0.846135584909613,6.19689517391702e-12,0.850059370113023,3.93241669491349e-12
"C1orf52","blue",0.924698019092737,1.59801258468406e-17,-0.842849921460822,8.98263216737231e-12
"ZNF326","blue",0.962663253484193,3.62681513524707e-23,-0.590994194984905,5.94023166125086e-05
"ARPC5","blue",-0.94364793474826,7.65732032142966e-20,0.857281993891438,1.64440043745874e-12
"ZNF496","blue",0.735055767393512,6.62137642853459e-08,-0.601071521732507,4.10741462708923e-05
"DENND2D","blue",-0.779915572898364,3.00044191013781e-09,0.42174345274761,0.00671835350691142
"BPNT1","blue",-0.920078684698861,4.75412096026926e-17,0.811474461040131,2.13350801577471e-10
"B3GALNT2","blue",-0.906690835241538,8.00384712679851e-16,0.872638308966018,2.17459777571605e-13
"MRPL55","blue",0.912931926241114,2.27100899498158e-16,-0.613768556677185,2.53398607487161e-05
"PEX13","blue",-0.749652213451243,2.59801632510047e-08,0.483566551576754,0.00157193294198677
"TYW5","blue",0.889632025301626,1.66858788413679e-14,-0.621389596211558,1.87702728665175e-05
"SMARCAD1","blue",-0.911619645324744,2.98252157779389e-16,0.818381264843544,1.11968512462432e-10
"TNFAIP8L2","blue",-0.892168787116801,1.09745075581643e-14,0.41371458911165,0.00796250837486241
"LYSMD1","blue",-0.725039312553664,1.21571204014623e-07,0.220878180320202,0.170798012483296
"VPS72","blue",-0.937844007885857,4.68619429115896e-19,0.806248555207227,3.41569515377955e-10
"S100A11","blue",-0.912420598859812,2.52673448297706e-16,0.844414805791621,7.53486886357217e-12
"DCAF16","blue",0.870655782257139,2.8643060668115e-13,-0.737171162776327,5.80379303471786e-08
"YY1AP1","blue",0.779235345163387,3.16115209077544e-09,-0.472944909087779,0.00205695577416102
"TMEM169","blue",-0.70754763590423,3.306069835461e-07,0.177006192136422,0.274550819896443
"KRTCAP2","blue",-0.886352154825053,2.82594806074204e-14,0.71369019617817,2.34619104929435e-07
"TMEM79","blue",-0.816543952936857,1.33265438101394e-10,0.3695383468396,0.0189352755087734
"ICA1L","blue",0.827925522694477,4.38702833908773e-11,-0.507083865598636,0.000839794359260433
"PSMD6","blue",0.858437349182213,1.42403514381677e-12,-0.415273421887994,0.0077065494278051
"CCNL1","blue",0.962505045691971,3.92480962295581e-23,-0.636877815067689,9.94779900524411e-06
"ABHD6","blue",-0.783312287107265,2.30583535134744e-09,0.37466601984453,0.0172215480142851
"MTHFD2L","blue",0.854917890359131,2.19879694343739e-12,-0.585166781320945,7.31222615249475e-05
"RCHY1","blue",0.708426545090729,3.14942651007114e-07,-0.508029640076065,0.000818111903142
"HPS3","blue",-0.930715200093953,3.46322249080219e-18,0.590060426216946,6.14300863002248e-05
"KIAA1143","blue",-0.736074393759776,6.21519299460055e-08,0.420206748722408,0.00694257837570059
"SMIM12","blue",0.722630454082799,1.40150794134572e-07,-0.252982077822572,0.115255167881263
"TPRA1","blue",-0.929574140146418,4.67621415886294e-18,0.617971309757083,2.14957135494606e-05
"ZC3H12A","blue",0.897310458258603,4.54240240699001e-15,-0.568181344670529,0.000131068754085301
"TMEM41A","blue",0.8397218390415,1.26918949338123e-11,-0.444128285490859,0.00409334429395444
"SENP2","blue",0.864477758260078,6.57090205551262e-13,-0.840031974544908,1.226833693622e-11
"PBRM1","blue",-0.895713391109326,6.00354825187444e-15,0.81285365578923,1.87975657543126e-10
"UVSSA","blue",0.804889288630539,3.85153531168852e-10,-0.925600856016182,1.2809129642864e-17
"LRPAP1","blue",0.920785361802836,4.04116009754099e-17,-0.864222600011148,6.79417809471234e-13
"UBXN7","blue",0.801451805862725,5.19682868636739e-10,-0.529653415176791,0.000440451611838095
"ZNF691","blue",-0.865847195611055,5.48573260895229e-13,0.390934447982064,0.0126228990247454
"AIMP1","blue",0.93309894190396,1.81852467593902e-18,-0.569995314989155,0.000123336692690175
"APEH","blue",-0.910562872859959,3.70317927523622e-16,0.832849742076912,2.64479963415264e-11
"ABHD18","blue",-0.700909922472301,4.74337028107343e-07,0.535861506860043,0.000365866020756671
"MON1A","blue",-0.971797812824295,1.8999256779954e-25,0.641211545283291,8.27633249038305e-06
"MAP9","blue",0.728830642370192,9.68960445245975e-08,-0.38909831107844,0.0130831332364419
"ARFIP1","blue",-0.826545410754655,5.04115063338125e-11,0.488241381939623,0.00139264629864971
"ICE1","blue",0.721956166421901,1.45804390028323e-07,-0.684547682110367,1.10951534079071e-06
"OTUD4","blue",0.737045365243381,5.84966177098008e-08,-0.260761364886675,0.104128648616212
"LMBRD2","blue",-0.944246009750085,6.28509425297863e-20,0.583247129562168,7.82351043320339e-05
"SLC25A46","blue",-0.959477251874962,1.67173779481652e-22,0.776736454023462,3.82307704246831e-09
"ARSK","blue",-0.839107368107348,1.35719001446018e-11,0.418350829055865,0.00722195393387414
"PRIMPOL","blue",-0.895064339514293,6.71544229621309e-15,0.763322374507359,1.01929729819706e-08
"TENT2","blue",0.788693149747913,1.504689084893e-09,-0.339136714272963,0.0322925938494607
"ANKRA2","blue",0.83615821516833,1.86511210651299e-11,-0.804714796775963,3.91110711867333e-10
"CCDC127","blue",-0.81146156834597,2.13602454214363e-10,0.44962187812688,0.0036062736478188
"STK17A","blue",0.824323140671335,6.28953551001345e-11,-0.761971312629757,1.12112535770231e-08
"TRA2A","blue",0.941301268410626,1.62850200091809e-19,-0.609883391923355,2.94408773947297e-05
"CAMLG","blue",0.795498884371327,8.61371076558222e-10,-0.371752821753389,0.0181783898235655
"TAGAP","blue",0.906350298402409,8.55141919509005e-16,-0.698062050620454,5.52159259395314e-07
"LMTK2","blue",0.926016542202892,1.15580331216968e-17,-0.818377175578302,1.12012156025167e-10
