"Gene","ModuleColor","kME_turquoise","p.kME_turquoise","GS_Activation_Status.Activated","PValue"
"IDH2","turquoise",0.971911186914341,3.43452594902737e-10,0.977911623307743,6.48918355579567e-11
"TMEM259","turquoise",-0.895093993099726,2.82979488308053e-06,-0.875719278562394,8.78677839908329e-06
"NOP10","turquoise",0.97471256342969,1.65842186711263e-10,0.919675309716372,4.66873587068684e-07
"TDRKH","turquoise",0.869589065145288,1.21014631398275e-05,0.760201219518077,0.000630838696662042
"ERCC6L2","turquoise",-0.976611439493962,9.65099270280882e-11,-0.880256168526962,6.85824290580452e-06
"MRPS16","turquoise",0.982310914091573,1.38687380908393e-11,0.894431273383656,2.95196154176701e-06
"SHISAL2A","turquoise",-0.9767426711532,9.28148345034422e-11,-0.913350749026092,7.80099071544943e-07
"ARL6IP4","turquoise",0.875144398186127,9.06086806910093e-06,0.726545469580124,0.00143374870476967
"SHMT2","turquoise",0.997441300516096,1.91229020247841e-17,0.928466441516089,2.12403456074542e-07
"MOB2","turquoise",-0.9001954784725,2.02426956040893e-06,-0.73928801869344,0.00106573404992398
"PRR34","turquoise",-0.957147909523921,6.35130839351952e-09,-0.907195616107572,1.24021449096658e-06
"CEP97","turquoise",0.954032042428353,1.02950596543461e-08,0.973910176451615,2.05937328215153e-10
"GLRX5","turquoise",0.967767878095778,8.89967004907299e-10,0.917424418939237,5.6307294757498e-07
"SKA2","turquoise",0.976971904104514,8.6649996809715e-11,0.987690427130169,1.11165521574489e-12
"TTC3","turquoise",-0.899122733869543,2.17518299453074e-06,-0.959651678380112,4.19508059662316e-09
"RBM10","turquoise",0.960166722365284,3.83955657864176e-09,0.837939990731049,5.07051521811658e-05
"PRKCZ-AS1","turquoise",-0.934219054850751,1.19960267649271e-07,-0.931904293636652,1.51866871631198e-07
"CNOT10","turquoise",0.945496322211975,3.31506276429741e-08,0.977970161822494,6.37074086456198e-11
"C12orf60","turquoise",-0.724476591416483,0.00150224482252443,-0.722862099615201,0.00155752904918239
"PYCR1","turquoise",0.995126615981289,1.72818616549265e-15,0.928059043676673,2.20774043574091e-07
"ABAT","turquoise",-0.858365990643401,2.09065656840369e-05,-0.80622074674564,0.000162013600187971
"SLC25A10","turquoise",0.959964306632726,3.97608560673649e-09,0.974289017656944,1.86081931727949e-10
"NEB","turquoise",-0.914649152173209,7.04342674942646e-07,-0.829768675355736,6.99231346487349e-05
"CEP57L1","turquoise",0.951210873560703,1.5503334183394e-08,0.887850906123585,4.4268067109513e-06
"GPR19","turquoise",0.961888152161652,2.83121276745848e-09,0.920127918139437,4.49318213706655e-07
"RUVBL2","turquoise",0.980063473970611,3.18466622020352e-11,0.900132232708543,2.03291446350764e-06
"SELENOF","turquoise",0.918282585404558,5.24586566729858e-07,0.959821016665192,4.07521775621199e-09
"BOLA2","turquoise",0.919794087486006,4.62211225543073e-07,0.829290408783191,7.12139379997775e-05
"BRD10","turquoise",-0.937116404538879,8.82041063116411e-08,-0.808534707533011,0.000149929811144468
"TEKTIP1","turquoise",-0.934279744136887,1.19207187853888e-07,-0.827077927132462,7.74470408952425e-05
"CCDC159","turquoise",-0.925976368627902,2.68078119194828e-07,-0.976307001855036,1.0556921552255e-10
"SF3A3","turquoise",0.93882868328755,7.30405319499491e-08,0.792232277704024,0.000253580229090373
"PKD1P3","turquoise",-0.893600039375577,3.11146105643823e-06,-0.830355955380559,6.83648774252041e-05
"TREX2","turquoise",-0.745888056261688,0.000907979971636925,-0.717508092596769,0.0017528446133778
"MX2","turquoise",-0.911016993145167,9.33658428244114e-07,-0.901711503224587,1.82614547686569e-06
"UTP11","turquoise",0.970197440741435,5.17524943478972e-10,0.881250916223321,6.48699437151642e-06
"PSMG1","turquoise",0.986696968653735,1.90890841357063e-12,0.939335633794268,6.90012884530497e-08
"SERHL2","turquoise",-0.837935344766237,5.07146671741159e-05,-0.846503940043772,3.55157314196257e-05
"SETD3","turquoise",0.956654965887097,6.87167611086858e-09,0.882401354288483,6.07889293557479e-06
"H3C13","turquoise",0.982731638093782,1.1731140456378e-11,0.971568045973537,3.73580635839135e-10
"SFXN4","turquoise",0.929712446968693,1.8845332613784e-07,0.797549750405719,0.000214732399454933
"DGCR6","turquoise",-0.906036818071919,1.34849382128328e-06,-0.886530239121351,4.7874514589667e-06
"TRMT12","turquoise",-0.757590227293032,0.000675381229448527,-0.801792694378792,0.000187397139932308
"BMP8A","turquoise",-0.921559058071247,3.97441862208404e-07,-0.904578683268122,1.49601152064975e-06
"NOG","turquoise",-0.825039352072064,8.35867213428379e-05,-0.894554029924653,2.92900246303864e-06
"TRAIP","turquoise",0.970789583289585,4.50405614452496e-10,0.973591110914142,2.24037328731998e-10
"CHEK2","turquoise",0.992384637987596,3.90369749673808e-14,0.959904761508414,4.01702800699647e-09
"CCR4","turquoise",0.914020971964069,7.40176410912991e-07,0.933101165372746,1.34572789424946e-07
"UTY","turquoise",-0.973554567816402,2.26194495519952e-10,-0.93339017490819,1.30657392355999e-07
"TTC32","turquoise",-0.887480538892669,4.52555221376382e-06,-0.83572313347578,5.5418241465277e-05
"KMT5A","turquoise",0.960937458655431,3.35563751544531e-09,0.959522252885457,4.28870660691000e-09
"SMTN","turquoise",0.985843082754513,2.9439659738361e-12,0.945035924064779,3.51177718354323e-08
"PP2D1","turquoise",-0.934794434468842,1.12980365316219e-07,-0.794737010332078,0.000234614232455472
"ACTG1","turquoise",0.911078995443561,9.29270824135696e-07,0.986337574834442,2.29833542796767e-12
"UQCR10","turquoise",0.973362984557335,2.37796534706623e-10,0.898655042232173,2.24389233517262e-06
"FAM120C","turquoise",-0.901849657936476,1.80893596122248e-06,-0.740773107974359,0.00102841808157251
"EIF3C","turquoise",0.952968537999477,1.20483137296174e-08,0.814640909580006,0.000121585185093091
"IRAK1","turquoise",0.879168879833423,7.28434046853842e-06,0.902140249697946,1.77318484084118e-06
"H2AC21","turquoise",0.930427292541606,1.75778451208225e-07,0.960633258700758,3.54001821008969e-09
"H1-5","turquoise",0.938633407472784,7.46491655925229e-08,0.981858355612862,1.65316454654543e-11
"CSF1","turquoise",0.760441840691431,0.000626858397273635,0.828851558563557,7.24157945193008e-05
"ENSG00000184441.4","turquoise",-0.954545930363101,9.52902854766668e-09,-0.955226252263774,8.59000177702556e-09
