"Gene","ModuleColor","kME_brown","p.kME_brown","GS_Activation_Status.Activated","PValue"
"FXR1","brown",0.97566885452079,6.44718020055399e-08,0.629221018683188,0.0283686686815671
"CBLB","brown",0.951461588743103,1.95531505923025e-06,0.553218462596276,0.0620704386672367
"IFT57","brown",0.954184032119769,1.47190517781038e-06,0.721708628847669,0.00805283867488123
"ABCC5","brown",-0.967739783141622,2.60670412304055e-07,-0.887649404814432,0.00011641825109143
"EIF4G1","brown",0.994123669450293,5.46416055852888e-11,0.829370970475785,0.00084886761816106
"SPCS1","brown",0.987850868844212,2.04250169685989e-09,0.782872449824759,0.00260519109540763
"INO80D","brown",-0.990024534097633,7.65036704651625e-10,-0.780559324969265,0.0027354354066454
"RTKN","brown",0.878814909268474,0.000167378536232013,0.736128705614816,0.00633912872380165
"FAHD2A","brown",0.940071861858877,5.50205962070953e-06,0.832832363342248,0.000770925482157992
"ACTR1B","brown",0.976297502327861,5.66222107279985e-08,0.87656969514922,0.00018275059332792
"SF3B6","brown",0.962060169139,5.80852177032743e-07,0.881643495274407,0.000149471738202229
"POMC","brown",0.934802560213943,8.31030982166643e-06,0.588734803815118,0.0440134084130561
"ACVR1","brown",0.870992889903575,0.000225724627328915,0.554577590057391,0.0612981350849945
"TANC1","brown",0.803712570379013,0.00163337233598691,0.510686957678924,0.0897685807801406
"ASB3","brown",-0.80624508424429,0.00153767619783283,-0.632905110627333,0.0271798043408476
"APC2","brown",-0.981518188839938,1.64644920826776e-08,-0.835079885115771,0.000723361061665186
"RPS15","brown",0.923961540191582,1.76022402531707e-05,0.492182687577959,0.104069154696696
"GCA","brown",0.994697883532595,3.2708091098949e-11,0.77930337692652,0.0028082004557206
"MOGS","brown",-0.757630281838857,0.00431179598652621,-0.444643937337757,0.147532718158912
"HTRA2","brown",0.985942955138558,4.22200321998122e-09,0.838193970156457,0.000661245462233712
"POLE4","brown",0.915628757737142,2.91845404755012e-05,0.712639803060905,0.00929482356908169
"ELMOD3","brown",-0.944538038276537,3.76402634564018e-06,-0.850243707236122,0.000458756039519066
"EHBP1","brown",0.93657982182619,7.25972911712662e-06,0.561388838408626,0.0575280587172574
"CHST10","brown",0.955344235643383,1.29729162973375e-06,0.835562648687761,0.000713447380031177
"HSPE1","brown",0.994275841334045,4.79359205218135e-11,0.779520411954752,0.0027955220431219
"KDM3A","brown",-0.972388580934853,1.20670922552127e-07,-0.885581081990998,0.000127077629673975
"IL1R1","brown",0.967085158019437,2.87895196726843e-07,0.594135313297618,0.0416379367284233
"FHL2","brown",-0.884769605397701,0.000131462263456924,-0.44031287871151,0.151991130713575
"UXS1","brown",-0.976490165385404,5.43756982423295e-08,-0.878443021517318,0.000169852187236653
"HDLBP","brown",0.996042124515569,7.5979114981934e-12,0.816660094427297,0.00118850692511601
"HPCAL1","brown",0.928939840626102,1.26543298808799e-05,0.5311247739116,0.0755868175191401
"BIRC6","brown",-0.978067049143301,3.85295241450348e-08,-0.792581114626541,0.00210932755427987
"NOL10","brown",0.919402254563544,2.33676302632991e-05,0.471849719040746,0.121448822797076
"GORASP2","brown",0.895417348904362,8.24718873692162e-05,0.45733104797828,0.134959035408009
"PNO1","brown",0.942395321688069,4.53294358219957e-06,0.563828025762218,0.0562181824759301
"NFE2L2","brown",-0.933989885931439,8.82904363883648e-06,-0.798231824552397,0.00185608320145159
"MSH6","brown",0.987900018428819,2.00168441797251e-09,0.853510009578839,0.000413238290300243
"FARSB","brown",0.986683930646835,3.22454018116881e-09,0.839448719241465,0.000637419200149302
"BCL9","brown",0.97024258638018,1.74809264402304e-07,0.612826236392075,0.034117602982625
"CACYBP","brown",0.966604489573158,3.09288386650607e-07,0.903445862462936,5.60923464574008e-05
"FAM20B","brown",0.980950445390934,1.91353285288484e-08,0.656204019209007,0.0204784960229808
"QSOX1","brown",0.986391710982649,3.59246518323885e-09,0.82981130191975,0.000838628411714912
"STXBP3","brown",-0.949732685599113,2.32242667966937e-06,-0.816879876150643,0.00118186523450055
"MECR","brown",0.984680363459904,6.47696696035783e-09,0.663886502436119,0.0185606165852698
"WDR77","brown",0.966261786346363,3.25298709864659e-07,0.59422335332889,0.0415999819801825
"RNF19B","brown",0.980462212847612,2.16986469780228e-08,0.870351784611852,0.0002311295680573
"SCAMP3","brown",0.986009960613963,4.12279605964548e-09,0.786133458978347,0.00242967319905197
"ARHGEF2","brown",0.977479421888229,4.39316004256844e-08,0.851546149707083,0.000440162204475843
"SRM","brown",0.993316648293782,1.0384328170586e-10,0.824730877085985,0.000962740715607636
"DLEU2L","brown",-0.843052656326478,0.00057266560447676,-0.481767249561967,0.112750055352994
"SWT1","brown",-0.948862690615633,2.526741839756e-06,-0.846407765996352,0.000517079538448256
"IVNS1ABP","brown",0.916529725617131,2.77021469584751e-05,0.514684366526056,0.086863794070043
"UCHL5","brown",0.992285146238013,2.12469519851784e-10,0.798911523077617,0.00182726865091409
"AGMAT","brown",0.963248938537438,4.9637621032739e-07,0.882583432886764,0.00014386576268831
"CRYZ","brown",0.959499186336568,8.0172541376772e-07,0.841040939191869,0.000608147866904754
"ZBTB17","brown",0.943416002731982,4.15254957608363e-06,0.620545873189956,0.0313156810267913
"TFAP2E","brown",-0.865010558674054,0.000280189590787188,-0.772837081875316,0.0032064607677132
"TMEM9","brown",0.908095136811069,4.41805929404582e-05,0.578330959754298,0.0488570887590944
"ADPRS","brown",0.957346625975581,1.03488184404117e-06,0.87130564710709,0.000223123927397487
"WARS2","brown",0.978141948066206,3.78808969936169e-08,0.794789261884285,0.00200740912799099
"EXOC8","brown",-0.965372078465112,3.69957273466157e-07,-0.860470861288291,0.000327953098226336
"GNPAT","brown",0.974581790914654,8.00732415414013e-08,0.884822413503742,0.00013117337597711
"LGALS8","brown",-0.985055335465735,5.72576096178032e-09,-0.655166012138768,0.020748292594632
"ACADM","brown",0.965919519057522,3.4193969244146e-07,0.89487477752109,8.45538462923925e-05
"SDHB","brown",0.986330416087925,3.67372652572642e-09,0.852915296311908,0.000421252608051839
"RPF1","brown",0.970151322624733,1.7747908470463e-07,0.618840714055085,0.0319198166491518
"UAP1","brown",0.930800759600298,1.11172843809766e-05,0.494300532282976,0.102360243021611
"KLHL12","brown",0.969436793026645,1.99523074484191e-07,0.877258685962474,0.000177920791914795
"GBP3","brown",-0.959234633551686,8.27883387644581e-07,-0.563914467516884,0.056172147595417
"EBNA1BP2","brown",0.995290963980325,1.809251952777e-11,0.806809348026125,0.00151695372121579
"ERI3","brown",0.954013645093981,1.49904585727051e-06,0.587629229890067,0.0445112730567005
"NSUN4","brown",0.940908576206134,5.13586117663847e-06,0.521913520184742,0.0817735331125881
"ABCD3","brown",0.979139119437488,3.00437307410195e-08,0.647352194645623,0.0228631872585342
"VAMP4","brown",-0.925386210755374,1.60530818739197e-05,-0.480370973202102,0.113949034562897
"FASLG","brown",0.941787189312895,4.77237211327405e-06,0.55091675825253,0.0633936960675815
"DARS2","brown",0.969533850176086,1.96407225468032e-07,0.894848635343055,8.46551898477252e-05
"MTFR1L","brown",-0.882676359534864,0.000143320594219992,-0.759629903400031,0.00415202841987884
"MAN1C1","brown",-0.987350780140996,2.49684358298629e-09,-0.663607696902786,0.018627823730698
"NENF","brown",0.973892921846478,9.1421946067234e-08,0.849668521877452,0.000467158951994526
"NSL1","brown",0.891425072567403,9.87743458179802e-05,0.477692552592077,0.116272495676853
"RPA2","brown",0.967372507032959,2.75679635352013e-07,0.871267998990129,0.000223435742636192
"OSBPL9","brown",0.965565907879754,3.59836154152161e-07,0.813354990595092,0.00129189410909299
"POLR1G","brown",0.966719115845408,3.04075546765064e-07,0.618758178238297,0.0319492696345683
"CTSD","brown",-0.919045262101874,2.38750886303109e-05,-0.465165125093307,0.127553668787285
"IFT46","brown",0.857621822303182,0.000361015662126034,0.419829349975235,0.174236801975591
"NRP2","brown",0.845821231950842,0.000526481568380589,0.683342133841466,0.0142939248897311
"KLF7","brown",-0.977205612708703,4.66464988275205e-08,-0.869505219450982,0.000238420735719297
"C1orf54","brown",-0.850349715661486,0.000457220249204998,-0.40613508360778,0.190188202547251
"CASP8AP2","brown",-0.763349881287435,0.00386677987679179,-0.641771876639342,0.024466584017223
"PLAGL1","brown",0.993362770171343,1.00317008844594e-10,0.810492962174544,0.00138689005170049
"TNFAIP3","brown",0.983031240647228,1.07690841509802e-08,0.636336631695611,0.026105223606003
"AKAP7","brown",-0.967162936108143,2.84547089159885e-07,-0.873301973684004,0.000207069571939855
"RNF146","brown",-0.946881508151614,3.04534977524052e-06,-0.577437206550435,0.0492899471489657
"FBXL5","brown",-0.980627846689066,2.08001302779936e-08,-0.8529447261869,0.000420853195869346
"FOXO3","brown",-0.958603817036881,8.92997123145203e-07,-0.559467110203406,0.0585749196790669
"PPL","brown",-0.877187339449067,0.000178416247544623,-0.789415274075705,0.00226229723571249
"HS1BP3","brown",-0.93555271016344,7.85316057247278e-06,-0.548237798269991,0.0649582960009131
"LDAH","brown",0.979130288492848,3.01069293332302e-08,0.857373095280918,0.000364020544209164
"UBE2B","brown",0.93850105962727,6.2451908279795e-06,0.620575421050886,0.0313052852422738
"KLF9","brown",0.97810266355613,3.82200075858808e-08,0.770873301617402,0.00333551123091529
"CCDC92","brown",-0.750157778150958,0.00495035041105289,-0.634785400779079,0.026587110525421
"SET","brown",0.985719901544877,4.56606497834341e-09,0.861785341067924,0.000313517567773636
"CNTRL","brown",-0.983251315427191,1.00923466604451e-08,-0.81803308025377,0.001147482930561
"HSDL2","brown",0.975065434859836,7.27989511783166e-08,0.858782994449128,0.000347241779762038
"DENND1A","brown",0.947156004890774,2.96885842743983e-06,0.817084213249528,0.00117571593923353
"ALG2","brown",-0.913296152652513,3.33140538870469e-05,-0.555499799341834,0.0607779185467009
"KDSR","brown",0.962512134185363,5.47487433684722e-07,0.818420387571573,0.00113611008298942
"NEK9","brown",-0.982414832994891,1.28591327260786e-08,-0.852797545068908,0.00042285363457563
"DLST","brown",0.98139356268971,1.70235827753899e-08,0.866665118095411,0.000264200432972887
"ZC2HC1C","brown",-0.834633436830264,0.000732623509587617,-0.374231219406164,0.230743079260943
"ALDH6A1","brown",0.978368775977849,3.59694680870103e-08,0.652981141577784,0.0213246405392857
"ZNF410","brown",0.961220829321512,6.47090060236011e-07,0.898179934303391,7.24862374172577e-05
"SUPT7L","brown",-0.858716514126918,0.000348019161408197,-0.756211448497417,0.00442795055875338
"FAM98A","brown",0.908371244828517,4.35416683159551e-05,0.453965202436451,0.138224466052417
"SLC17A5","brown",-0.982735937688158,1.17335152630465e-08,-0.789886513184242,0.00223900674467175
"SLF2","brown",0.970329032143624,1.72309963146242e-07,0.866269835695622,0.000267953959925011
"IFIT2","brown",0.993659583552232,7.98444227181621e-11,0.809359269658262,0.00142596826463851
"PYROXD2","brown",-0.969174983528639,2.08124573096085e-07,-0.619261488740018,0.031769965728409
"SMNDC1","brown",0.941344783150784,4.95275889291845e-06,0.81091909192105,0.00137241626474292
"ARMH3","brown",-0.85247936693981,0.000427203452349736,-0.502882757815472,0.0956271598746507
"HOXB3","brown",-0.938596328747808,6.1979753337541e-06,-0.504294556558853,0.0945488173661929
"RCL1","brown",0.932820910250878,9.61974905774693e-06,0.498449292436325,0.0990670803092033
"PLEKHG1","brown",0.935422522279578,7.93103697928014e-06,0.534628030738456,0.0733204425428684
"TCP1","brown",0.99379004332237,7.19769059752538e-11,0.829461595281363,0.000846752434055126
"NUDCD1","brown",0.988932010482089,1.28400303343039e-09,0.84213421648626,0.000588659950648704
"ENY2","brown",0.940850257246764,5.16074170518293e-06,0.611480056431403,0.0346239765946317
"WBP4","brown",0.982687690589622,1.18974267938497e-08,0.769814200342129,0.00340672839103088
"KBTBD7","brown",-0.938266949796844,6.36242554746887e-06,-0.569684810214402,0.0531582787581869
"ETF1","brown",0.971148421948819,1.50002830625596e-07,0.895649545191051,8.15932864778534e-05
"KDM3B","brown",-0.957587616566979,1.00638582069839e-06,-0.793779525468664,0.00205353519052705
"SERP1","brown",0.895309357094231,8.28830340402051e-05,0.504037054585724,0.0947448868026968
"PDLIM2","brown",-0.977471478486797,4.40085446458133e-08,-0.635202786314377,0.0264568231220658
"RNF170","brown",-0.882314629963916,0.000145451872581978,-0.53755609413186,0.071462297008712
"ZNF706","brown",0.977461087728149,4.41093574209422e-08,0.865637888948893,0.00027404099518931
"COPS5","brown",0.870313576764583,0.000231454843104446,0.535443386892135,0.0727997270960924
"COIL","brown",0.906274172939326,4.85813252520153e-05,0.793994131554903,0.00204366453643072
"SLC35B1","brown",0.970153667010124,1.77410098681629e-07,0.842418874566008,0.000583666174572056
"ZNF211","brown",-0.976318715027436,5.63713028881996e-08,-0.877513691138956,0.000176158724965854
"ZCCHC17","brown",0.953112536428783,1.64926226253265e-06,0.761940758741665,0.00397302409803888
"PIK3CA","brown",-0.974195221475917,8.62940375543874e-08,-0.869682454278348,0.000236879633242226
"CXCR4","brown",-0.983813331194086,8.5169757734621e-09,-0.811392385487158,0.00135647691732467
"ACVR2A","brown",-0.96640132259969,3.1870225707763e-07,-0.599542993172102,0.0393518910796933
"POLK","brown",0.961045822417591,6.61627834901536e-07,0.611934310416567,0.0344525092411856
"GTF3A","brown",0.911727700525254,3.63398892305282e-05,0.471043348542929,0.122174876837933
"RBBP6","brown",0.930061120400015,1.17094243023555e-05,0.498312160689536,0.0991747824082619
"ZC3H7A","brown",0.889136649446151,0.000109196367590222,0.582102539091216,0.047059885291178
"PRXL2A","brown",0.957537292858374,1.01228425896677e-06,0.56285476922561,0.0567383121932915
"ODF2L","brown",-0.989755700327165,8.73438559230445e-10,-0.802414375544435,0.00168416446557954
"RPAP2","brown",-0.984144095887154,7.6858861426369e-09,-0.847494936473158,0.000499997225696463
"HERPUD2","brown",-0.972255865098471,1.2357136621563e-07,-0.605808698670373,0.0368164424376326
"HNRNPA2B1","brown",0.974591139056874,7.99273631840005e-08,0.88866752074906,0.000111435384011282
"ACADS","brown",0.941503017499874,4.88763113957731e-06,0.734684774279113,0.00649709753205955
"DDX54","brown",0.988533155127211,1.53162376137318e-09,0.669637059553946,0.0172136505958615
"MED13L","brown",-0.993647767871595,8.05895800624249e-11,-0.829245437963194,0.000851804287259344
"SPRYD7","brown",0.958271209058312,9.28929947526765e-07,0.760469644492839,0.00408628804369629
"ARHGAP9","brown",-0.981867402448527,1.49754661914079e-08,-0.656407053010678,0.0204260248311821
"AMD1","brown",0.981864222445882,1.49885224116833e-08,0.831106264381726,0.000809068140669702
"MORF4L2","brown",0.981846243243036,1.50625109645399e-08,0.864719328764913,0.000283080264182138
"FAM199X","brown",-0.982949699648256,1.10288208015091e-08,-0.835964768702044,0.000705270249828117
"EXOSC9","brown",0.974503405307987,8.13048176094633e-08,0.869143497097413,0.000241590263191167
"B9D2","brown",-0.871578163455385,0.000220876958525997,-0.555746884160329,0.060639061019644
"AGO2","brown",0.94971401038949,2.32667017243141e-06,0.552600201824757,0.0624239792108173
"ENKD1","brown",0.920734115647645,2.15489409599767e-05,0.758157161022721,0.00426925505810734
"KCNS1","brown",-0.914703408693289,3.07713793902287e-05,-0.805980788498659,0.00154745680905106
"ATP5F1E","brown",0.962282069008483,5.64275166496897e-07,0.889633064844871,0.000106865650322106
"CSE1L","brown",0.979730272345468,2.60472280133804e-08,0.876121703289129,0.000185945523696657
"MTRR","brown",-0.97540082910141,6.80712231231634e-08,-0.807387060838824,0.00149596016089627
"STAMBP","brown",0.989660289423892,9.14731360973822e-10,0.68707624542751,0.013566132124923
"MRS2","brown",0.867780938632124,0.000253825548841456,0.404776036022292,0.191818778621345
"ABCC10","brown",-0.964368358090253,4.26051666363663e-07,-0.842966628938549,0.000574149282670207
"MEA1","brown",0.977138873624882,4.73280737364444e-08,0.872587046470841,0.000212711680772013
"RIOK1","brown",0.988372567176671,1.64147719576217e-09,0.78313463024944,0.00259073268717205
"SLC35B3","brown",-0.908590810576126,4.3038790828011e-05,-0.806830185241903,0.00151619260608989
"EEF1E1","brown",0.988829485817571,1.3443540196126e-09,0.803248365335534,0.00165139753097872
"AHNAK","brown",-0.989014447450752,1.2370629634237e-09,-0.666530542885301,0.017932055364087
"CNOT1","brown",0.981416785741611,1.69182698120212e-08,0.86287802592128,0.000301898515679342
"MT2A","brown",0.962066993100887,5.8033669347411e-07,0.903759266665261,5.52178170137257e-05
"GPR18","brown",-0.976242910541436,5.7272026333905e-08,-0.846081757960972,0.000522289163164879
"HS3ST3B1","brown",-0.953587401044563,1.56868370850495e-06,-0.548033623465861,0.0650786251765368
"NUP85","brown",0.922295243288067,1.95612710643235e-05,0.477420921585991,0.116509858738738
"TTF1","brown",0.978914485491035,3.16845678619056e-08,0.86300840601413,0.00030053483512594
"SLC2A4RG","brown",-0.863487410819103,0.000295565925584032,-0.417778769346721,0.176570032323462
"PLGLB2","brown",-0.965813807937466,3.47213866361891e-07,-0.86820600186152,0.000249957971277113
"POLR1B","brown",0.954423824842707,1.43437107187514e-06,0.562825866590631,0.0567538095223506
"THOC2","brown",0.940833080911303,5.16808777742779e-06,0.844312417738643,0.000551277393413168
"MED1","brown",0.986300391159653,3.71406360057948e-09,0.671926459546858,0.0166978971822689
"ATG4C","brown",0.953052487681542,1.6596812673403e-06,0.73148939347995,0.00685718017382932
"TRIP10","brown",0.977139045814766,4.73263050903055e-08,0.621738018080389,0.0308982153027881
"TNFSF14","brown",0.994876355595903,2.75697752403703e-11,0.790528163488081,0.00220758900645503
"SNRPD2","brown",0.992034552934137,2.49187926269139e-10,0.8322001400907,0.000784731087080706
"SYMPK","brown",0.984403864387037,7.07967083558164e-09,0.791735526646723,0.00214938635830011
"SDCBP2","brown",0.912158515264795,3.54880669763061e-05,0.778781231061414,0.002838881835697
"PANK2","brown",-0.968196814010273,2.4290886326699e-07,-0.778224323210998,0.00287188656647278
"DTD1","brown",0.974132167388262,8.73442311641349e-08,0.814497975443576,0.00125538812274806
"TBC1D20","brown",-0.970982574201487,1.54320856944425e-07,-0.860111500030302,0.000331988176788318
"ITPA","brown",0.973739054493972,9.41235750325433e-08,0.829677160501726,0.000841737495818843
"MRPS26","brown",0.972789082964288,1.1224521464829e-07,0.599649063057276,0.0393079644922929
"MAX","brown",-0.991939784631247,2.64326461696886e-10,-0.813351207058733,0.00129201629219496
"KDM5C","brown",0.969063226919149,2.11884885897956e-07,0.740891304117348,0.00583849695146282
"TMEM115","brown",-0.958579491181689,8.9558710010062e-07,-0.860171287604946,0.000331314188788196
"UROD","brown",0.974750367011958,7.74749362332485e-08,0.861845930486583,0.000312864317327095
"IGFLR1","brown",0.822646995688604,0.00101755802234829,0.377380907600972,0.226527326010895
"PDCD2L","brown",0.924102629808404,1.7443763203459e-05,0.489354198706748,0.106380998223605
"UBA2","brown",0.961101345368796,6.56987740817659e-07,0.911126523387873,3.75553641982957e-05
"PRR12","brown",-0.969887150082606,1.85390552573363e-07,-0.890494375890231,0.00010291433367361
"STAT5A","brown",0.943151407166354,4.24863638189783e-06,0.50928961839439,0.0907992588450841
"TRAP1","brown",0.973642431515784,9.58523345288124e-08,0.601170545295317,0.0386817071535434
"NSRP1","brown",0.978149527855532,3.78157438361491e-08,0.762289755981339,0.00394650697014139
"TIMM17B","brown",0.975755970005911,6.33351406656389e-08,0.8474111841542,0.000501297410618498
"ZBTB1","brown",-0.941162858327398,5.02848441238074e-06,-0.509870333678927,0.0903699585405426
"AVPR2","brown",-0.9690042964449,2.13889393613437e-07,-0.853099654961246,0.000418755403878332
"CANX","brown",0.978324714037815,3.63346148746342e-08,0.775384306020534,0.00304476748778641
"ZNF484","brown",-0.987351450717561,2.49618462718539e-09,-0.800621279669425,0.00175630130351409
"FGD3","brown",-0.983904959419133,8.27990055956522e-09,-0.866471802715384,0.000266030963789122
"BCL11B","brown",-0.974865747159214,7.57356050240723e-08,-0.886309553221762,0.000123239768027036
"HELB","brown",-0.991059523297403,4.43171237883279e-10,-0.817289392895157,0.00116956610325676
"DYRK2","brown",-0.962319947909536,5.61483396712451e-07,-0.910806906569342,3.82144694107321e-05
"IDUA","brown",-0.979126503381415,3.01340498806077e-08,-0.847367483738094,0.000501976863663013
"TMEM175","brown",-0.989383506883577,1.04341223536852e-09,-0.822599240762217,0.00101884181338079
"HP1BP3","brown",-0.909439657474156,4.11374551532177e-05,-0.457548747231962,0.134749570360831
"SMARCA4","brown",0.97059410314437,1.64823076810595e-07,0.85078139641174,0.000451007476767968
"PNKD","brown",-0.977665789709265,4.21568754106315e-08,-0.78429759533504,0.00252733532201464
"POR","brown",-0.778811922127765,0.00283707139176041,-0.509796910414458,0.0904241617144377
"PAICS","brown",0.962807387918632,5.26527142117792e-07,0.909828687459349,4.02884607695553e-05
"PPAT","brown",0.986065846453902,4.04148334716308e-09,0.836158920378733,0.000701348215742785
"EMC4","brown",0.973430391127011,9.973480485825e-08,0.872655357962153,0.000212167450456667
"SPECC1","brown",0.918168325168305,2.51585650260963e-05,0.467296071788389,0.125586246710048
"POT1","brown",0.976548876194056,5.37054244830933e-08,0.816165007171633,0.00120357346161367
"PODXL","brown",-0.958299135117986,9.25869563652525e-07,-0.758018144226324,0.00428044846122652
"DNAJB9","brown",-0.972184562434845,1.25152413781504e-07,-0.834923591606916,0.000726593312601539
"MTX2","brown",0.9757097697179,6.39359443755978e-08,0.840787608533571,0.000612734012970031
"EIF2AK4","brown",0.990715311483057,5.3500133306469e-10,0.831977263563891,0.000789643228606656
"CCDC32","brown",-0.708332357677165,0.00993235864781799,-0.436831750391059,0.155636349839575
"IVD","brown",0.928657170714546,1.29017796965417e-05,0.574615005366088,0.0506744761644584
"DUT","brown",0.963857109387623,4.5711169779008e-07,0.907863410508545,4.47224869593899e-05
"MBD4","brown",0.971829143649929,1.33275390783443e-07,0.784730905913276,0.00250401928246781
"SUMF2","brown",0.903235482138939,5.66854735864756e-05,0.439402935163647,0.152938646558917
"TXNDC17","brown",0.965236370619537,3.77177224490251e-07,0.785152641831601,0.0024814840415517
"FXR2","brown",0.947200287418478,2.95666262354497e-06,0.569346728727851,0.053331664644133
"KIF1C","brown",0.98947171773288,1.0009265745453e-09,0.8296250806439,0.000842946981295562
"CCNT1","brown",0.985197419786025,5.46000329427015e-09,0.659447595485798,0.0196519274435724
"PUS7L","brown",-0.902282245032319,5.94349798811349e-05,-0.815401681492036,0.00122709062316391
"RIPK3","brown",-0.956533355004389,1.13581069295937e-06,-0.5793293392122,0.0483767281323695
"ADCY4","brown",-0.901876432587278,6.06368043297577e-05,-0.454175895304614,0.138018574545772
"DTD2","brown",0.905162617310741,5.14323489737772e-05,0.521902061298657,0.0817814370412898
"PARP2","brown",0.990018466320532,7.67358491605213e-10,0.814354894910799,0.00125991400372774
"DOHH","brown",0.965002396231214,3.89887957210547e-07,0.883057972175028,0.000141098724441411
"GAMT","brown",0.947264456178596,2.9390604641466e-06,0.593290445674472,0.0420034155060038
"MOSPD2","brown",0.94918998011218,2.44827335889091e-06,0.829918731430004,0.0008361448500087
"THEM6","brown",-0.92305464411467,1.8648220505113e-05,-0.47577406160324,0.117955795677499
"PGLS","brown",0.8894775331744,0.000107591652203274,0.568110136066078,0.053969226376553
"RTN4IP1","brown",0.90144973128355,6.19209927917122e-05,0.709690854059446,0.0097278816261658
"RSPH3","brown",0.959844177259656,7.68604905686355e-07,0.597951869971937,0.0400150177226272
"MLLT1","brown",0.990912455319435,4.80722185395514e-10,0.809805735444282,0.00141047900694614
"FCHO1","brown",-0.883306400250878,0.000139666840792835,-0.510084163641289,0.0902122280165884
"PGPEP1","brown",-0.875080102882952,0.000193542573363499,-0.500510597371493,0.0974575757052416
"UBAC1","brown",0.987897043959372,2.00413595977671e-09,0.819333654692927,0.00110963666170955
"LSP1","brown",-0.959561420809187,7.95668382629701e-07,-0.592179046845485,0.042487648519227
"TNNT3","brown",-0.716163225659569,0.00879644613219435,-0.51615076300959,0.0858143665951346
"UCK1","brown",-0.734392093995034,0.00652947452655785,-0.483037921099334,0.11166621033808
"TRIM28","brown",0.990846252719148,4.98434246422809e-10,0.835753693028192,0.000709553391222077
"METTL26","brown",0.937481700791037,6.76842612249937e-06,0.52426095378363,0.0801652956286929
"ATG4D","brown",-0.912118105437809,3.55672921190163e-05,-0.474377811489909,0.119190911029205
"EIF2S3","brown",0.971906042199817,1.3148330470673e-07,0.595432590894011,0.0410811506897674
"MAP3K10","brown",-0.977055536278103,4.81902758356139e-08,-0.752810225495296,0.00471603258167819
"SLC6A8","brown",-0.906325140720829,4.845364439914e-05,-0.464018832902969,0.128620270246715
"DKC1","brown",0.972452111786895,1.19301808903798e-07,0.599344405845778,0.0394342256518654
"PLXNA3","brown",-0.980422175978898,2.19204108295514e-08,-0.838652586621251,0.000652458297069673
"SLC35D2","brown",-0.986658903223777,3.25482030007996e-09,-0.835901012264105,0.000706561879374331
"UBA1","brown",0.970639281818947,1.63573261290649e-07,0.896831360510585,7.72345537170311e-05
"AKAP12","brown",0.942238966855272,4.59357265834027e-06,0.561295588120927,0.0575785535044999
"LATS1","brown",-0.989659304598901,9.15165562357796e-10,-0.823155732897199,0.00100395895972698
"ARHGEF9","brown",-0.8405514214205,0.000617033889091098,-0.477614464944246,0.116340699401238
"ZNF428","brown",-0.932731452723837,9.68248794242786e-06,-0.54199891008627,0.068705098200171
"COX4I1","brown",0.982238246307633,1.35138696728146e-08,0.771796534046672,0.00327435845761586
"EMC8","brown",0.969552660303356,1.95807864543449e-07,0.826964971048856,0.00090653221238134
"PRR7","brown",0.959431344635818,8.0836984016621e-07,0.593013234407026,0.0421238274599992
"RFTN1","brown",0.976257200105595,5.71013640188375e-08,0.870198237941695,0.000232438923892123
"RBSN","brown",-0.957804988676542,9.81220388169264e-07,-0.885693282252575,0.000126480502887445
"NDFIP1","brown",0.936110457056974,7.52634082655071e-06,0.498858291632202,0.0987463209956335
"TMEM204","brown",-0.983059983037758,1.0678701852606e-08,-0.853784086304775,0.000409584972348043
"TRAF7","brown",0.968814670985885,2.20442084903396e-07,0.891965465265997,9.64311473259325e-05
"PDHA1","brown",0.975493289545759,6.68119057997304e-08,0.620098513915626,0.031473378062015
"LLGL1","brown",0.981680999112353,1.57562655200224e-08,0.844923418049071,0.000541129542446411
"FBXW9","brown",0.922972553389119,1.87452671211447e-05,0.810196234234882,0.00139703769711543
"ZNF20","brown",-0.73288029925228,0.0066986472742877,-0.461169212166684,0.131296933529752
"BRME1","brown",0.985576732453785,4.79844121091096e-09,0.76923683587855,0.00344603542332856
"DHX30","brown",0.974517752942487,8.10782704149703e-08,0.620406277558542,0.0313648283140879
"ARFIP2","brown",0.799813321254639,0.00178956904895759,0.436516902124098,0.15596875931983
"MRPL35","brown",0.976337862953153,5.61455790610623e-08,0.876379777660653,0.000184099742628066
"PER2","brown",-0.938988965125155,6.00635607275787e-06,-0.833583334981023,0.000754771605634442
"RAN","brown",0.971058422033558,1.52333968819035e-07,0.896553660488716,7.82419324827394e-05
"CLUH","brown",0.964593133407749,4.12938609471882e-07,0.575121266521932,0.0504241266742111
"SERPINF1","brown",-0.975723162076145,6.37613204481602e-08,-0.761922322819589,0.00397442862155094
"TBC1D14","brown",-0.915864473165072,2.87908165666044e-05,-0.517654827559134,0.0847469432546254
"TMEM128","brown",0.881768339456566,0.000148717465865065,0.4393446245638,0.152999493123724
"COQ3","brown",0.959492394578037,8.0238863864906e-07,0.867259146645907,0.000258636849997501
"LANCL2","brown",0.85993336818061,0.00033400259167843,0.722502187335015,0.00795040567715851
"WBP2","brown",-0.915534515092515,2.93431388258049e-05,-0.55331968366967,0.0620126899443223
"EIF5A","brown",0.97947432726979,2.77218517002934e-08,0.87911008322177,0.000165435271488861
"SLC52A1","brown",-0.942422778990355,4.52236230172194e-06,-0.841285425079912,0.000603747097440959
