Analysis,Module,Type,Ontology,Gene_Scope,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,Source_File,category,subcategory
cd4_naive,brown,GO,CC,HubGenes,GO:0098799,outer mitochondrial membrane protein complex,13/2277,22/13852,0.590909090909091,3.59476184772628,5.40205913608279,7.0601365447479e-6,0.00122316865637757,0.00116678046055307,CHCHD3/MTX1/TOMM22/HSPA9/APOO/TOMM6/TOMM40/APOOL/TOMM20/TOMM5/MICOS10/MTX2/DNAJC11,13,cd4_naive_brown_GO_CC_HubGenes.csv,NA,NA
cd4_naive,brown,GO,CC,HubGenes,GO:0005689,U12-type spliceosomal complex,14/2277,26/13852,0.538461538461538,3.27570014526536,5.15127831879524,1.35893305698498e-5,0.00188348121698119,0.00179665254691909,SNRPB/SF3B5/SNRPF/RNPC3/DHX15/ZCRB1/YBX1/LSM7/SF3B6/SNRPE/PHF5A/RBM41/ZRSR2/SF3B1,14,cd4_naive_brown_GO_CC_HubGenes.csv,NA,NA
cd4_naive,brown,GO,CC,HubGenes,GO:0098800,inner mitochondrial membrane protein complex,21/2277,51/13852,0.411764705882353,2.50494716990881,4.77543177483753,2.32215023901084e-5,0.00268208352605752,0.00255843921069967,CHCHD3/MTX1/TIMM17A/MPC2/SLC25A6/HSPA9/TIMM23/APOO/AFG3L2/PHB2/TRMT10B/PDSS1/TIMM9/APOOL/MICU1/PAM16/CHCHD10/MICOS10/MTX2/DNAJC11/MICU2,21,cd4_naive_brown_GO_CC_HubGenes.csv,NA,NA
cd4_naive,brown,GO,CC,HubGenes,GO:0000502,proteasome complex,24/2277,66/13852,0.363636363636364,2.21216113706232,4.37799001604092,7.07080447266869e-5,0.00700009642794201,0.00667739129148262,VCP/PSMB4/RAD23B/PSMC1/PSMB1/PSMD7/PSMA1/PSMA2/PSMB2/PSMD9/PSMB7/PSMD8/PSMC2/PSMB6/PSMD3/PSMA6/PSMD2/PSMD11/PSMD1/PRICKLE1/PSMB3/RAD23A/UBQLN1/PSMB8,24,cd4_naive_brown_GO_CC_HubGenes.csv,NA,NA
cd4_naive,brown,GO,CC,HubGenes,GO:0005741,mitochondrial outer membrane,56/2277,216/13852,0.259259259259259,1.57718895883147,3.79195324816516,2.3490673320836e-4,0.0203487957641743,0.0194107142703751,CHCHD3/MTX1/DNM1L/VDAC2/TOMM22/IFI6/BNIP1/MYO19/UBB/MFN2/NIPSNAP2/HSPA9/QTRT2/PMAIP1/APOO/COX14/PHB2/C11orf65/TOMM6/TOMM34/TOMM40/SYNJ2BP/APOOL/TOMM20/BBC3/CYB5R3/THG1L/PPP1CC/SLC29A3/TOMM5/PINK1/GK/ACSL4/HK2/SPART/GDAP1/MICOS10/SFXN2/CASP8/MTX2/SLC8A3/GRK2/SOX10/HADHB/WASF1/SMIM26/SLC44A1/DNAJC11/SLC44A2/MLXIP/FAM210B/ARMCX3/RMDN3/MAPKAP1/VAMP1/SEPTIN4,56,cd4_naive_brown_GO_CC_HubGenes.csv,NA,NA
cd4_naive,brown,GO,CC,HubGenes,GO:0001401,SAM complex,8/2277,13/13852,0.615384615384615,3.7436573088747,4.38945668025625,3.10151327253e-4,0.0214934869786333,0.0205026351068303,CHCHD3/MTX1/HSPA9/APOO/APOOL/MICOS10/MTX2/DNAJC11,8,cd4_naive_brown_GO_CC_HubGenes.csv,NA,NA
cd4_naive,brown,GO,CC,HubGenes,GO:0140275,MIB complex,8/2277,13/13852,0.615384615384615,3.7436573088747,4.38945668025625,3.10151327253e-4,0.0214934869786333,0.0205026351068303,CHCHD3/MTX1/HSPA9/APOO/APOOL/MICOS10/MTX2/DNAJC11,8,cd4_naive_brown_GO_CC_HubGenes.csv,NA,NA
cd4_naive,brown,GO,CC,HubGenes,GO:0005839,proteasome core complex,10/2277,20/13852,0.5,3.04172156346069,4.0525707298593,5.2829979702672e-4,0.0330984195329677,0.0315725791246354,PSMB4/PSMB1/PSMA1/PSMA2/PSMB2/PSMB7/PSMB6/PSMA6/PSMB3/PSMB8,10,cd4_naive_brown_GO_CC_HubGenes.csv,NA,NA
cd4_naive,brown,GO,CC,HubGenes,GO:0019774,"proteasome core complex, beta-subunit complex",7/2277,11/13852,0.636363636363636,3.87128198985906,4.22522689147697,5.7313280576567e-4,0.0330984195329677,0.0315725791246354,PSMB4/PSMB1/PSMB2/PSMB7/PSMB6/PSMB3/PSMB8,7,cd4_naive_brown_GO_CC_HubGenes.csv,NA,NA
cd4_naive,brown,GO,CC,HubGenes,GO:0031968,organelle outer membrane,59/2277,240/13852,0.245833333333333,1.49551310203484,3.43448301581248,7.1458225350314e-4,0.038092730898283,0.036336652242913,CHCHD3/MTX1/DNM1L/VDAC2/TOMM22/IFI6/BNIP1/MYO19/UBB/MFN2/SMPD4/NIPSNAP2/HSPA9/QTRT2/PMAIP1/APOO/COX14/PHB2/C11orf65/TOMM6/TOMM34/TOMM40/SYNJ2BP/APOOL/TOMM20/BBC3/CYB5R3/THG1L/PPP1CC/SLC29A3/TOMM5/PINK1/GK/ACSL4/HK2/SPART/GDAP1/MICOS10/SFXN2/CASP8/MTX2/SLC8A3/GRK2/LTC4S/SOX10/HADHB/RETSAT/WASF1/SMIM26/SLC44A1/DNAJC11/SLC44A2/MLXIP/FAM210B/ARMCX3/RMDN3/MAPKAP1/VAMP1/SEPTIN4,59,cd4_naive_brown_GO_CC_HubGenes.csv,NA,NA
cd4_naive,brown,GO,CC,HubGenes,GO:0019867,outer membrane,59/2277,242/13852,0.243801652892562,1.48315348962133,3.36298802680834,8.8936441712304e-4,0.0440235386475905,0.0419940491694187,CHCHD3/MTX1/DNM1L/VDAC2/TOMM22/IFI6/BNIP1/MYO19/UBB/MFN2/SMPD4/NIPSNAP2/HSPA9/QTRT2/PMAIP1/APOO/COX14/PHB2/C11orf65/TOMM6/TOMM34/TOMM40/SYNJ2BP/APOOL/TOMM20/BBC3/CYB5R3/THG1L/PPP1CC/SLC29A3/TOMM5/PINK1/GK/ACSL4/HK2/SPART/GDAP1/MICOS10/SFXN2/CASP8/MTX2/SLC8A3/GRK2/LTC4S/SOX10/HADHB/RETSAT/WASF1/SMIM26/SLC44A1/DNAJC11/SLC44A2/MLXIP/FAM210B/ARMCX3/RMDN3/MAPKAP1/VAMP1/SEPTIN4,59,cd4_naive_brown_GO_CC_HubGenes.csv,NA,NA
cd4_naive,brown,KEGG,KEGG,AllGenes,hsa05020,Prion disease,75/1209,241/6323,0.311203319502075,1.6275753426068,4.82960063080237,3.69835054871703e-6,0.00127593093930738,0.00125743918656379,5689/7384/3309/4710/1459/6389/5714/5700/5687/5713/5683/727/10105/5709/5717/4717/5715/506/1337/1347/116444/1385/1958/5690/468/5682/1349/517/1329/5695/4704/7385/5694/148327/4726/4715/4851/775/498/518/5603/714/5692/4731/5701/27089/1345/7417/4714/4723/4725/7386/293/5621/54205/5707/5708/2902/733/4729/1537/203068/51807/5600/4697/4541/116443/4535/4508/4539/4722/1460/10381/4701/5691,75,cd4_naive_brown_KEGG_AllGenes.csv,Human Diseases,Neurodegenerative disease
cd4_naive,brown,KEGG,KEGG,AllGenes,hsa05012,Parkinson disease,73/1209,242/6323,0.301652892561983,1.57762716267115,4.45479602198601,1.69278075079666e-5,0.00292004679512423,0.00287772727635432,5689/7384/3309/4710/6389/2778/5714/25828/5700/5687/5713/5683/10105/5709/5717/4717/5715/506/1337/1347/9927/5690/468/5682/7317/1349/517/1329/5695/4704/7385/2774/5694/27173/4726/4715/55630/498/518/65018/5692/4731/5701/27089/1345/7417/91252/4714/4723/4725/7386/293/7314/55669/54205/111/5707/5708/4729/1537/203068/51807/5413/4697/4541/4535/4508/4539/4722/10381/4701/5691/4137,73,cd4_naive_brown_KEGG_AllGenes.csv,Human Diseases,Neurodegenerative disease
cd4_naive,brown,KEGG,KEGG,AllGenes,hsa03040,Spliceosome,54/1209,170/6323,0.317647058823529,1.66127572617136,4.24936091089167,4.58041410728035e-5,0.00518922525516572,0.00511401909204738,6626/4670/4809/84844/22938/10084/8175/8896/9343/1665/25766/8683/10915/51639/23451/6429/10286/6631/6628/51691/51690/56259/84991/3178/6636/9775/10907/27316/51503/3192/151903/6427/4116/3190/8559/83443/27258/57819/22827/6635/10772/26832/26835/101954276/26864/494115/106480225/8449/7919/10929/124904621/6066/124904146/101447996,54,cd4_naive_brown_KEGG_AllGenes.csv,Genetic Information Processing,Transcription
cd4_naive,brown,KEGG,KEGG,AllGenes,hsa05016,Huntington disease,79/1209,276/6323,0.286231884057971,1.49697618105753,4.10468813084216,6.01649304946751e-5,0.00518922525516572,0.00511401909204738,5439/5689/7384/841/4710/6389/9706/5714/5700/5687/5713/27113/5683/10105/5709/5717/4717/5715/506/1337/1347/10120/1385/83544/60673/5690/5682/1349/1742/51164/517/1329/5695/4704/7385/5694/148327/4726/5440/4715/498/2893/518/5692/4731/5701/7802/27089/1345/7417/4714/4723/4725/7386/293/25942/54205/5707/5708/1212/2877/2902/4729/1537/203068/51807/4697/160/4541/4535/4508/2878/4539/4722/10381/4701/5691/5430/6648,79,cd4_naive_brown_KEGG_AllGenes.csv,Human Diseases,Neurodegenerative disease
cd4_naive,brown,KEGG,KEGG,AllGenes,hsa03050,Proteasome,20/1209,46/6323,0.434782608695652,2.2738878699608,4.21593676356599,1.2607574606341e-4,0.00852845182635866,0.00840485107525201,5689/5714/5700/5687/5713/5683/5709/5717/5715/5690/5682/51371/5695/5694/5692/5701/5707/5708/5696/5691,20,cd4_naive_brown_KEGG_AllGenes.csv,Genetic Information Processing,"Folding, sorting and degradation"
cd4_naive,brown,KEGG,KEGG,AllGenes,hsa05014,Amyotrophic lateral sclerosis,90/1209,331/6323,0.27190332326284,1.42203863770963,3.83477900857382,1.4832090132797e-4,0.00852845182635866,0.00840485107525201,5689/7384/3309/4710/6389/9706/25978/81929/5714/5700/5687/8480/55916/5713/4741/5683/5709/5717/5608/4717/5715/506/1337/1347/10120/83544/3181/60673/5690/468/5682/10452/1349/29107/51164/29979/517/3178/1329/5695/79139/5861/53371/4704/9818/7385/5694/5868/4726/4715/498/518/5603/6396/65018/5692/4731/5701/7802/27089/1345/7415/4714/4723/11273/4725/7386/54205/5707/9973/5708/2877/375189/2902/4729/1537/203068/51807/5600/4697/4541/4535/4508/2878/4539/4722/400916/10381/4701/5691,90,cd4_naive_brown_KEGG_AllGenes.csv,Human Diseases,Neurodegenerative disease
cd4_naive,brown,KEGG,KEGG,AllGenes,hsa05022,Pathways of neurodegeneration - multiple diseases,106/1209,413/6323,0.256658595641647,1.34230959490664,3.49832692194711,4.3959151206577e-4,0.021665581666099,0.0213515877289092,1856/5689/7384/3309/841/4710/4287/1459/3028/6389/9706/25978/5714/5700/5687/5713/4741/5683/1855/10105/5709/5717/5608/4790/4717/5715/506/1337/1347/10120/10297/9927/356/83544/60673/5690/468/5682/10452/7317/1349/1742/51164/1131/7482/324/517/1329/5695/79139/5861/4704/7385/5694/5868/4726/4715/775/498/2893/518/5603/65018/5692/4731/5701/7802/27089/1345/7415/7417/4714/4723/11273/4725/7386/293/7314/55669/5621/54205/5707/9973/5708/2877/2902/4729/1537/203068/51807/1435/5413/1133/5600/4697/4541/4535/4508/2878/4539/4722/1460/10381/4701/5691/4137,106,cd4_naive_brown_KEGG_AllGenes.csv,Human Diseases,Neurodegenerative disease
cd4_naive,brown,KEGG,KEGG,HubGenes,hsa05020,Prion disease,66/1038,241/6323,0.273858921161826,1.66821768642218,4.68712684191959,8.01633347361281e-6,0.0011006150043901,0.00109079110930628,7386/6389/7417/5692/5600/4729/5700/293/4722/5689/5713/7384/5682/5683/468/5690/5715/4851/5695/5714/5701/4725/5694/10105/116443/1329/1337/4723/5709/506/518/4697/1349/4717/5687/5708/1537/4714/5603/7385/4710/27089/1345/1347/498/5717/4726/1459/5707/5691/4704/116444/1958/517/3309/4731/54205/4539/775/714/51807/1460/4715/4535/203068/2902,66,cd4_naive_brown_KEGG_HubGenes.csv,Human Diseases,Neurodegenerative disease
cd4_naive,brown,KEGG,KEGG,HubGenes,hsa05014,Amyotrophic lateral sclerosis,84/1038,331/6323,0.253776435045317,1.54588477725582,4.52097915688958,1.24843899773648e-5,0.0011006150043901,0.00109079110930628,7386/7415/6389/5692/3178/5600/3181/4729/5700/4722/5868/5689/5713/81929/7384/5682/5683/79139/468/5690/9818/5715/6396/5695/5714/5701/4725/5694/1329/1337/4723/5709/506/518/4697/5861/1349/4717/5687/5708/1537/4714/5603/83544/7385/4710/27089/1345/1347/10452/498/10120/8480/5717/4726/5707/400916/65018/5691/4704/11273/5608/25978/517/3309/55916/4731/2877/54205/4539/53371/60673/51807/4715/29979/29107/2878/7802/4535/203068/4741/9973/51164/2902,84,cd4_naive_brown_KEGG_HubGenes.csv,Human Diseases,Neurodegenerative disease
cd4_naive,brown,KEGG,KEGG,HubGenes,hsa03040,Spliceosome,50/1038,170/6323,0.294117647058824,1.79162416411651,4.63664101174417,1.2774316956497e-5,0.0011006150043901,0.00109079110930628,6628/83443/10929/3178/8683/4116/6429/6636/3190/1665/124904146/8896/10907/56259/10915/9343/101954276/84991/8175/6631/6066/4809/9775/6427/51690/6626/51639/51503/22938/6635/84844/22827/10772/10084/27258/101447996/27316/8559/4670/26864/494115/151903/106480225/57819/7919/10286/51691/3192/26835/23451,50,cd4_naive_brown_KEGG_HubGenes.csv,Genetic Information Processing,Transcription
cd4_naive,brown,KEGG,KEGG,HubGenes,hsa03050,Proteasome,20/1038,46/6323,0.434782608695652,2.64848789478093,4.97269749555574,1.28726901098257e-5,0.0011006150043901,0.00109079110930628,5692/51371/5700/5689/5713/5682/5683/5690/5715/5695/5714/5701/5694/5709/5687/5708/5717/5707/5691/5696,20,cd4_naive_brown_KEGG_HubGenes.csv,Genetic Information Processing,"Folding, sorting and degradation"
cd4_naive,brown,KEGG,KEGG,HubGenes,hsa05012,Parkinson disease,65/1038,242/6323,0.268595041322314,1.63615264574277,4.47182650476441,1.86103924006725e-5,0.001272950840206,0.00126158870589822,7386/6389/7417/5692/4729/5700/293/4722/5689/5713/7384/5682/5683/468/5690/5715/7314/9927/5695/5714/5701/4725/5694/25828/10105/1329/1337/4723/5709/506/518/4697/1349/4717/5687/5708/1537/4714/7385/4710/27089/1345/1347/498/5717/7317/4726/5707/65018/91252/55630/27173/5691/4704/517/3309/4731/54205/4539/51807/4715/111/2778/4535/203068,65,cd4_naive_brown_KEGG_HubGenes.csv,Human Diseases,Neurodegenerative disease
cd4_naive,brown,KEGG,KEGG,HubGenes,hsa05016,Huntington disease,70/1038,276/6323,0.253623188405797,1.54495127195554,4.10247226828651,6.86263805917247e-5,0.00391170369372831,0.00387678851763778,7386/5430/6389/7417/5692/5439/4729/5700/293/4722/5689/5713/7384/5682/5683/5690/5715/5695/5714/5701/4725/5694/10105/1329/1337/4723/5709/506/518/4697/1349/5440/4717/1212/5687/5708/1537/4714/83544/7385/4710/27089/1345/1347/498/10120/160/5717/27113/4726/5707/5691/4704/841/517/4731/2877/54205/4539/60673/51807/1742/4715/2878/7802/4535/6648/203068/51164/2902,70,cd4_naive_brown_KEGG_HubGenes.csv,Human Diseases,Neurodegenerative disease
cd4_naive,brown,KEGG,KEGG,HubGenes,hsa05022,Pathways of neurodegeneration - multiple diseases,94/1038,413/6323,0.227602905569007,1.38644814249791,3.59977980516739,3.3547091571883e-4,0.0163901504536917,0.0162438548663857,7386/7415/6389/7417/5692/5600/4729/3028/5700/293/4722/5868/5689/5713/7384/5682/5683/79139/468/5690/5715/7314/9927/5695/5714/5701/7482/4725/5694/10105/1329/1337/4723/5709/506/518/4697/5861/1349/4717/5687/5708/1537/4714/5603/83544/7385/4710/27089/1345/1347/10452/498/10120/5717/7317/4726/1459/1855/5707/65018/5691/324/4704/11273/5608/25978/841/517/3309/4790/4731/2877/54205/4539/10297/775/4287/60673/51807/1435/1460/1742/1133/4715/2878/7802/1131/4535/203068/4741/9973/51164/2902,94,cd4_naive_brown_KEGG_HubGenes.csv,Human Diseases,Neurodegenerative disease
cd4_naive,green,GO,BP,AllGenes,GO:0006816,calcium ion transport,44/830,300/13190,0.146666666666667,2.33076305220884,6.04185986578512,1.19220999978294e-7,5.585503848983e-4,5.0574803148687e-4,PKD1/CYBA/MCOLN3/ATP2C2/CD84/CACNB1/SLC24A1/P2RX7/CACNA1F/TGFB1/RGS9/WFS1/PANX1/EPM2A/PDE4D/PDGFRB/NALF2/LGALS3/RAMP1/CALHM2/PLCE1/CACNA1A/TRPM2/PSEN2/TRPC1/SNCA/AKAP6/CACHD1/CCR5/ORAI2/NOS3/PRKCB/IL13/BCL2/ANO6/CRACR2B/CALHM1/CXCR3/TPCN1/TRPV2/P2RX2/WNK3/FLNA/ASPH,44,cd4_naive_green_GO_BP_AllGenes.csv,NA,NA
cd4_naive,green,GO,BP,AllGenes,GO:0043269,regulation of monoatomic ion transport,39/830,292/13190,0.133561643835616,2.12250371348407,5.0263620855049,6.50084608028464e-6,0.0150946460635257,0.0136676792980977,CYBA/ATP2C2/CD84/CACNB1/P2RX7/FXYD5/SNTA1/CACNA1F/TGFB1/RGS9/NHERF1/WFS1/TCIRG1/PDE4D/PDGFRB/KCNJ13/ACTN4/LGALS3/PSEN2/TRPC1/SNCA/AKAP6/GPD1L/NOS3/SCN3B/IL13/BCL2/ANO6/KCNJ14/STAC3/CALHM1/CXCR3/TRPV2/P2RX2/WNK3/FLNA/ASPH/WWP2/B2M,39,cd4_naive_green_GO_BP_AllGenes.csv,NA,NA
cd4_naive,green,GO,BP,AllGenes,GO:0070588,calcium ion transmembrane transport,33/830,233/13190,0.141630901287554,2.25073685299136,4.99145801670665,9.66572853587555e-6,0.0150946460635257,0.0136676792980977,PKD1/CYBA/MCOLN3/ATP2C2/CACNB1/SLC24A1/P2RX7/CACNA1F/TGFB1/RGS9/PANX1/PDE4D/NALF2/PLCE1/CACNA1A/TRPM2/PSEN2/TRPC1/SNCA/AKAP6/CACHD1/CCR5/ORAI2/IL13/BCL2/ANO6/CALHM1/CXCR3/TPCN1/TRPV2/P2RX2/FLNA/ASPH,33,cd4_naive_green_GO_BP_AllGenes.csv,NA,NA
cd4_naive,green,GO,BP,AllGenes,GO:0010959,regulation of metal ion transport,34/830,250/13190,0.136,2.16125301204819,4.80358482949852,1.71450691502927e-5,0.0200811622422804,0.0181827970199157,CYBA/ATP2C2/CD84/CACNB1/P2RX7/FXYD5/SNTA1/CACNA1F/TGFB1/RGS9/NHERF1/WFS1/PDE4D/PDGFRB/ACTN4/LGALS3/PSEN2/TRPC1/SNCA/AKAP6/GPD1L/NOS3/SCN3B/IL13/BCL2/ANO6/CXCR3/TRPV2/P2RX2/WNK3/FLNA/ASPH/WWP2/B2M,34,cd4_naive_green_GO_BP_AllGenes.csv,NA,NA
cd4_naive,green,GO,BP,AllGenes,GO:0007015,actin filament organization,46/830,389/13190,0.118251928020566,1.87920835010995,4.5612134981616,2.56316324645574e-5,0.0202549881805681,0.0183401903876177,WAS/CAPG/CNN2/ARFGEF1/ACTN1/ITGB5/PXN/SH3BP1/TRIOBP/PYCARD/TGFBR1/PDLIM1/NEDD9/SPTBN1/RHOU/TGFB3/WASHC3/AMOT/BAIAP2L2/MYO5C/GMFG/ABI1/ABI2/RHOF/TPM1/PHLDB2/ARHGAP18/FER/PLEKHH2/MYO1E/ZYX/ARFIP1/SHROOM1/INPPL1/MYO7B/BCL2/CDC42EP4/GAS2L1/KANK3/FLNA/SPTAN1/S100A10/MYO1C/INF2/CORO7/RFLNB,46,cd4_naive_green_GO_BP_AllGenes.csv,NA,NA
cd4_naive,green,GO,BP,AllGenes,GO:0072001,renal system development,31/830,223/13190,0.139013452914798,2.20914149873035,4.71895186938534,2.59402196549431e-5,0.0202549881805681,0.0183401903876177,PKD1/DTNBP1/PRDM1/HYAL2/GLI2/CTSH/TGFB1/TGFBR1/WFS1/PDGFRB/ACVR2B/APH1A/APAF1/MPST/SLC34A1/CASP9/SMAD6/PLCE1/ADAMTS1/MYO1E/NFIA/HPGD/RET/BMI1/BCL2/OVOL1/IRX3/PRKX/DYNC2H1/CEP290/LGR4,31,cd4_naive_green_GO_BP_AllGenes.csv,NA,NA
cd4_naive,green,GO,BP,AllGenes,GO:0051493,regulation of cytoskeleton organization,51/830,455/13190,0.112087912087912,1.7812524824573,4.39474194654902,4.0272070880325e-5,0.0247681208788248,0.022426675760639,PKD1/WAS/PARP3/CAPG/ARFGEF1/P2RX7/PXN/SH3BP1/TRIOBP/PYCARD/TGFB1/TGFBR1/NEDD9/PDGFRB/SPTBN1/CAMSAP2/BBOF1/TGFB3/WASHC3/AMOT/GNAI1/BAIAP2L2/GMFG/CHMP1A/NUMA1/ABI2/RHOF/SLAIN1/TPM1/TRPM2/PHLDB2/SNCA/ARHGAP18/FER/PLEKHH2/DVL3/ARFIP1/SLC4A2/INPPL1/HDGFL3/MAP1A/DAPK3/CEP120/PTK2/CDC42EP4/GAS2L1/KANK3/FLNA/SPTAN1/S100A10/HSPA1A,51,cd4_naive_green_GO_BP_AllGenes.csv,NA,NA
cd4_naive,green,GO,BP,AllGenes,GO:0001822,kidney development,30/830,218/13190,0.137614678899083,2.18691278876976,4.5790915981569,4.22934828240338e-5,0.0247681208788248,0.022426675760639,PKD1/DTNBP1/PRDM1/HYAL2/GLI2/CTSH/TGFB1/TGFBR1/WFS1/PDGFRB/ACVR2B/APH1A/APAF1/MPST/SLC34A1/CASP9/SMAD6/PLCE1/ADAMTS1/MYO1E/HPGD/RET/BMI1/BCL2/OVOL1/IRX3/PRKX/DYNC2H1/CEP290/LGR4,30,cd4_naive_green_GO_BP_AllGenes.csv,NA,NA
cd4_naive,green,GO,BP,AllGenes,GO:0043270,positive regulation of monoatomic ion transport,21/830,129/13190,0.162790697674419,2.58699915942841,4.69374057283595,5.21184112389142e-5,0.0271305285171459,0.0245657540693362,ATP2C2/P2RX7/FXYD5/WFS1/PDGFRB/ACTN4/LGALS3/TRPC1/SNCA/AKAP6/GPD1L/SCN3B/IL13/ANO6/STAC3/CXCR3/TRPV2/P2RX2/WNK3/FLNA/ASPH,21,cd4_naive_green_GO_BP_AllGenes.csv,NA,NA
cd4_naive,green,GO,BP,AllGenes,GO:0031589,cell-substrate adhesion,35/830,278/13190,0.12589928057554,2.0007367599896,4.36999798980295,6.67062042463639e-5,0.028468373069539,0.0257771259833156,TNFRSF12A/PKD1/VCL/PIK3CB/SLK/ACTN1/LIMS2/ITGB5/PXN/TRIOBP/SERPINE1/NEDD9/MACF1/ACTN4/CCL25/PTPRA/TLN1/SMAD6/PHLDB2/CDKN2A/FER/EDA/ZYX/DAPK3/PTK2/PLEKHA2/BCL2/DAG1/ANXA2/PRKX/FLNA/S100A10/L1CAM/TTYH1/PTEN,35,cd4_naive_green_GO_BP_AllGenes.csv,NA,NA
cd4_naive,green,GO,BP,AllGenes,GO:0070723,response to cholesterol,8/830,24/13190,0.333333333333333,5.29718875502008,5.46007830349664,7.06889312514104e-5,0.028468373069539,0.0257771259833156,LRP6/GRAMD1A/TGFB1/TGFBR1/INHBA/CCR5/GPR155/DAG1,8,cd4_naive_green_GO_BP_AllGenes.csv,NA,NA
cd4_naive,green,GO,BP,AllGenes,GO:0097553,calcium ion transmembrane import into cytosol,21/830,134/13190,0.156716417910448,2.49046934004675,4.49372115635636,9.19703382989339e-5,0.028468373069539,0.0257771259833156,CYBA/SLC24A1/P2RX7/CACNA1F/TGFB1/PDE4D/NALF2/PLCE1/CACNA1A/TRPM2/TRPC1/SNCA/AKAP6/CCR5/IL13/BCL2/CXCR3/TRPV2/P2RX2/FLNA/ASPH,21,cd4_naive_green_GO_BP_AllGenes.csv,NA,NA
cd4_naive,green,GO,BP,AllGenes,GO:0030217,T cell differentiation,36/830,294/13190,0.122448979591837,1.94590607327268,4.25040106595384,9.40493978536051e-5,0.028468373069539,0.0257771259833156,BAD/CD74/PRDM1/GLI2/IL4R/IL12RB1/LGALS1/XBP1/CLPTM1/TGFB1/TNFSF8/ZMIZ1/TCIRG1/CCR6/SOS1/PIK3R3/ARID1A/CD80/CCR2/PHF10/STAT4/ZC3H8/IL2RG/CDKN2A/CD8A/IKZF3/SLC4A2/BMI1/BCL2/GBA1/SOX12/FUT7/SOCS1/SPN/B2M/PIK3R6,36,cd4_naive_green_GO_BP_AllGenes.csv,NA,NA
cd4_naive,green,GO,BP,AllGenes,GO:0022404,molting cycle process,13/830,62/13190,0.209677419354839,3.33210260396424,4.769578044571,1.0300557450397e-4,0.028468373069539,0.0257771259833156,GLI2/TRADD/PIAS4/NAGLU/SOS1/INHBA/ACVR1B/WNT10A/NUMA1/LRIG1/EDA/BCL2/LGR4,13,cd4_naive_green_GO_BP_AllGenes.csv,NA,NA
cd4_naive,green,GO,BP,AllGenes,GO:0022405,hair cycle process,13/830,62/13190,0.209677419354839,3.33210260396424,4.769578044571,1.0300557450397e-4,0.028468373069539,0.0257771259833156,GLI2/TRADD/PIAS4/NAGLU/SOS1/INHBA/ACVR1B/WNT10A/NUMA1/LRIG1/EDA/BCL2/LGR4,13,cd4_naive_green_GO_BP_AllGenes.csv,NA,NA
cd4_naive,green,GO,BP,AllGenes,GO:0034765,regulation of monoatomic ion transmembrane transport,28/830,208/13190,0.134615384615385,2.13924930491196,4.29156191269038,1.1124865424551e-4,0.028468373069539,0.0257771259833156,CYBA/CACNB1/P2RX7/FXYD5/SNTA1/CACNA1F/TGFB1/RGS9/TCIRG1/PDE4D/KCNJ13/ACTN4/PSEN2/TRPC1/SNCA/AKAP6/IL13/BCL2/ANO6/KCNJ14/STAC3/CALHM1/CXCR3/P2RX2/WNK3/FLNA/ASPH/WWP2,28,cd4_naive_green_GO_BP_AllGenes.csv,NA,NA
cd4_naive,green,GO,BP,AllGenes,GO:0051924,regulation of calcium ion transport,24/830,166/13190,0.144578313253012,2.29757584555088,4.35963718022752,1.1125898954931e-4,0.028468373069539,0.0257771259833156,CYBA/ATP2C2/CD84/CACNB1/P2RX7/CACNA1F/TGFB1/RGS9/WFS1/PDE4D/PDGFRB/LGALS3/PSEN2/TRPC1/SNCA/AKAP6/NOS3/IL13/BCL2/CXCR3/TRPV2/P2RX2/WNK3/ASPH,24,cd4_naive_green_GO_BP_AllGenes.csv,NA,NA
cd4_naive,green,GO,BP,AllGenes,GO:0051928,positive regulation of calcium ion transport,14/830,71/13190,0.197183098591549,3.13354827761751,4.67107701383082,1.1395585292688e-4,0.028468373069539,0.0257771259833156,ATP2C2/P2RX7/WFS1/PDGFRB/LGALS3/TRPC1/SNCA/AKAP6/IL13/CXCR3/TRPV2/P2RX2/WNK3/ASPH,14,cd4_naive_green_GO_BP_AllGenes.csv,NA,NA
cd4_naive,green,GO,BP,AllGenes,GO:0001952,regulation of cell-matrix adhesion,17/830,98/13190,0.173469387755102,2.75670027046963,4.52317564431523,1.1860256051533e-4,0.028468373069539,0.0257771259833156,VCL/PIK3CB/SLK/SERPINE1/MACF1/CCL25/PTPRA/TLN1/PHLDB2/CDKN2A/DAPK3/PTK2/PLEKHA2/BCL2/DAG1/S100A10/PTEN,17,cd4_naive_green_GO_BP_AllGenes.csv,NA,NA
cd4_naive,green,GO,BP,AllGenes,GO:0042303,molting cycle,14/830,72/13190,0.194444444444444,3.09002677376171,4.60808020430652,1.3341011023586e-4,0.028468373069539,0.0257771259833156,GLI2/TRADD/PIAS4/NAGLU/SOS1/INHBA/CLOCK/ACVR1B/WNT10A/NUMA1/LRIG1/EDA/BCL2/LGR4,14,cd4_naive_green_GO_BP_AllGenes.csv,NA,NA
