Analysis,Module,Type,Ontology,Gene_Scope,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,Source_File,category,subcategory
cd4_all,black,GO,CC,AllGenes,GO:0042613,MHC class II protein complex,4/189,15/13625,0.266666666666667,19.2239858906526,8.37545017537361,4.34375781445731e-5,0.0144647135221428,0.0133513398086477,CD74/HLA-DQB1/HLA-DRB1/HLA-DPA1,4,cd4_all_black_GO_CC_AllGenes.csv,NA,NA
cd4_all,black,GO,CC,AllGenes,GO:0042611,MHC protein complex,4/189,22/13625,0.181818181818182,13.1072631072631,6.74043916974047,2.1573655694226e-4,0.0239906169678715,0.0221440181906701,CD74/HLA-DQB1/HLA-DRB1/HLA-DPA1,4,cd4_all_black_GO_CC_AllGenes.csv,NA,NA
cd4_all,black,GO,CC,AllGenes,GO:0098576,lumenal side of membrane,5/189,40/13625,0.125,9.01124338624339,6.01794649739663,2.1613168439523e-4,0.0239906169678715,0.0221440181906701,CD74/HLA-DQB1/HLA-DRB1/DNAJC19/HLA-DPA1,5,cd4_all_black_GO_CC_AllGenes.csv,NA,NA
cd4_all,black,GO,CC,AllGenes,GO:0030139,endocytic vesicle,12/189,288/13625,0.0416666666666667,3.00374779541446,4.07622781173359,6.9258094239626e-4,0.0467213084126407,0.0431250894783976,EHD3/CD74/ITGB5/RAB5C/GNLY/RAB11FIP1/ZYX/NOS3/HLA-DQB1/HLA-DRB1/HLA-DPA1/SEC22B,12,cd4_all_black_GO_CC_AllGenes.csv,NA,NA
cd4_all,black,GO,CC,AllGenes,GO:0044853,plasma membrane raft,6/189,78/13625,0.0769230769230769,5.54538054538055,4.77467929998498,7.3853226457788e-4,0.0467213084126407,0.0431250894783976,SLC2A1/SKAP1/AKAP6/ITGB2/NOS3/DAG1,6,cd4_all_black_GO_CC_AllGenes.csv,NA,NA
cd4_all,black,GO,CC,AllGenes,GO:0098553,lumenal side of endoplasmic reticulum membrane,4/189,31/13625,0.129032258064516,9.30192865676737,5.48825691188898,8.4182537680433e-4,0.0467213084126407,0.0431250894783976,CD74/HLA-DQB1/HLA-DRB1/HLA-DPA1,4,cd4_all_black_GO_CC_AllGenes.csv,NA,NA
cd4_all,black,KEGG,KEGG,AllGenes,hsa05416,Viral myocarditis,6/96,55/6217,0.109090909090909,7.06477272727273,5.65737488410877,1.8244631579159e-4,0.0375557608360814,0.0338323622709375,842/3689/1605/3119/3123/3113,6,cd4_all_black_KEGG_AllGenes.csv,Human Diseases,Cardiovascular disease
cd4_all,black,KEGG,KEGG,AllGenes,hsa05152,Tuberculosis,9/96,144/6217,0.0625,4.04752604166667,4.63347645594514,3.4935591475424e-4,0.0375557608360814,0.0338323622709375,4800/572/972/5878/842/3689/3119/3123/3113,9,cd4_all_black_KEGG_AllGenes.csv,Human Diseases,Infectious disease: bacterial
cd4_all,blue,GO,BP,AllGenes,GO:0098813,nuclear chromosome segregation,155/4070,296/12980,0.523648648648649,1.6700146092038,7.8809936931386,2.74283936945414e-14,1.50965878894756e-10,1.45688078508059e-10,POLDIP2/CDC27/NCAPD2/DPF1/TACC3/MRE11/MSH4/RIOK2/ASPM/STAG3/TRIP13/CLASP1/ACTB/MLH1/SPAG5/TOP2B/ZCWPW1/SMARCA2/NDC80/SEH1L/AURKA/TPX2/ANAPC5/BIRC5/NUDC/KIF4A/MAP3K20/CDC6/BCL7C/DMC1/CCNB1IP1/MYBL2/KIF3B/CHMP4B/FAM83D/CENPI/RAB11A/CCNE1/PPP2R1A/BCCIP/SMC3/KPNB1/SMARCD2/NCAPG/BCL7A/FBXO5/TTK/SMC4/ECT2/ACTR3/CDC20/NEK2/CENPF/STAG1/KIF14/MLH3/TEX14/NCAPH/MND1/KIF18A/ZWINT/CENPK/MAD2L1BP/DLGAP5/SMARCA4/KNSTRN/SGO1/CDC16/CHMP2A/LATS1/CHMP1A/TUBG1/PSMC3IP/TOP2A/RAN/VPS4A/TEX15/DPF2/CCNB1/PSRC1/CDCA8/ESPL1/BRIP1/CDK5RAP2/NUSAP1/KIF23/KNL1/KIF11/HECW2/CENPE/RB1/ANAPC11/KIF2C/NUF2/ANKRD53/FANCD2/DYNC1LI1/NCAPG2/CHMP7/ATM/INCENP/DSN1/NCAPD3/SPC25/ANAPC1/SMARCA5/BUB3/SKA1/TTN/NSMCE2/BUB1B/CCNB2/KASH5/SPC24/KIF15/MAD2L1/PTTG1/RAD21/DCAF13/SKA3/PRAP1/GOLGA2/CDT1/DDB1/BUB1/CDK1/SYCE1/IHO1/ZWILCH/UBE2C/DCTN2/RMI2/HASPIN/GEN1/AURKB/RRS1/RCC2/RCC1/CHEK2/KMT5A/KNTC1/DRG1/KIF18B/PPP1CC/SIRT7/PRC1/KIFC1/MSH5/BAG6/MZT1/LCMT1/PTTG2/PINX1/CHMP4A/UHRF1,155,cd4_all_blue_GO_BP_AllGenes.csv,NA,NA
cd4_all,blue,GO,BP,AllGenes,GO:0007059,chromosome segregation,195/4070,404/12980,0.482673267326733,1.53933636606904,7.44317262876484,4.48128517634984e-13,1.0526013155868801e-9,1.0158021416867e-9,POLDIP2/CDC27/NCAPD2/DPF1/TACC3/MRE11/MSH4/RIOK2/ASPM/STAG3/CSNK2A2/RAD18/TRIP13/CLASP1/NUP37/ACTB/MLH1/SPAG5/TOP2B/ZCWPW1/SMARCA2/NDC80/MAPRE3/SEH1L/AURKA/TPX2/ANAPC5/BIRC5/NUDC/KIF4A/MAP3K20/HAUS4/CDC6/BCL7C/CENPM/DMC1/CCNB1IP1/MYBL2/TUBB1/CSNK2A1/KIF3B/CHMP4B/FAM83D/CENPI/RAB11A/OIP5/CCNE1/PPP2R1A/BCCIP/SMC3/KPNB1/SMARCD2/NCAPG/CCDC86/BCL7A/FBXO5/SENP6/TTK/SMC4/ECT2/ACTR3/CDC20/NEK2/CENPF/STAG1/KIF14/MLH3/TEX14/NCAPH/MND1/KIF18A/GPSM2/ZWINT/CENPK/STIL/HJURP/MAD2L1BP/TUBGCP3/DLGAP5/SMARCA4/KNSTRN/SGO1/MAU2/CDC16/CHMP2A/LATS1/CHMP1A/TUBG1/PSMC3IP/TOP2A/RAN/VPS4A/TEX15/DPF2/CCNB1/ARL8B/PSRC1/CDCA8/ESPL1/BRIP1/CDK5RAP2/PPP2R1B/NUSAP1/KIF23/KNL1/HAUS2/CENPO/KIF11/HECW2/CENPE/RB1/DIAPH3/ANAPC11/KIF2C/NUF2/ANKRD53/FANCD2/DYNC1LI1/NCAPG2/CHMP7/HAUS6/MKI67/ATM/INCENP/DSN1/NCAPD3/CENPU/HAUS1/SPC25/CENPH/ANAPC1/SMARCA5/BUB3/SKA1/MMS19/TTN/NSMCE2/BUB1B/CCNB2/KASH5/SPC24/KIF15/MAD2L1/PTTG1/RAD21/DCAF13/SKA3/PRAP1/CIAO2B/GOLGA2/CDT1/DDB1/BUB1/CENPX/CDK1/ESCO2/HDAC3/SYCE1/IHO1/ZWILCH/UBE2C/DCTN2/CENPS/RMI2/HASPIN/GEN1/AURKB/RRS1/RCC2/RCC1/TUBB/CHEK2/KMT5A/KNTC1/CDCA2/DRG1/KIF18B/PPP1CC/SIRT7/CENPP/TLK1/PRC1/CENPW/KIFC1/MSH5/BAG6/MZT1/LCMT1/HAUS7/PPP2R2A/PTTG2/PINX1/CHMP4A/NDE1/UHRF1,195,cd4_all_blue_GO_BP_AllGenes.csv,NA,NA
cd4_all,blue,GO,BP,AllGenes,GO:0000819,sister chromatid segregation,122/4070,225/12980,0.542222222222222,1.72924924924925,7.45771851182205,6.73124774007657e-13,1.0526013155868801e-9,1.0158021416867e-9,POLDIP2/CDC27/NCAPD2/DPF1/TACC3/RIOK2/TRIP13/CLASP1/ACTB/SPAG5/TOP2B/SMARCA2/NDC80/SEH1L/TPX2/ANAPC5/BIRC5/NUDC/KIF4A/MAP3K20/CDC6/BCL7C/MYBL2/KIF3B/CHMP4B/CENPI/RAB11A/PPP2R1A/BCCIP/SMC3/KPNB1/SMARCD2/NCAPG/BCL7A/FBXO5/TTK/SMC4/CDC20/NEK2/CENPF/STAG1/KIF14/TEX14/NCAPH/KIF18A/ZWINT/CENPK/MAD2L1BP/DLGAP5/SMARCA4/KNSTRN/CDC16/CHMP2A/LATS1/CHMP1A/TUBG1/TOP2A/RAN/VPS4A/DPF2/CCNB1/PSRC1/CDCA8/ESPL1/CDK5RAP2/NUSAP1/KIF23/KNL1/KIF11/HECW2/CENPE/RB1/ANAPC11/KIF2C/NUF2/ANKRD53/DYNC1LI1/NCAPG2/CHMP7/ATM/INCENP/NCAPD3/SPC25/ANAPC1/SMARCA5/BUB3/SKA1/TTN/NSMCE2/BUB1B/SPC24/KIF15/MAD2L1/RAD21/SKA3/PRAP1/GOLGA2/CDT1/BUB1/CDK1/ZWILCH/UBE2C/DCTN2/RMI2/HASPIN/GEN1/AURKB/RRS1/RCC1/CHEK2/KMT5A/KNTC1/DRG1/KIF18B/PPP1CC/PRC1/KIFC1/MZT1/LCMT1/PINX1/CHMP4A/UHRF1,122,cd4_all_blue_GO_BP_AllGenes.csv,NA,NA
cd4_all,blue,GO,BP,AllGenes,GO:0000280,nuclear division,188/4070,388/12980,0.484536082474227,1.54527723599889,7.36995509001033,7.64971886327676e-13,1.0526013155868801e-9,1.0158021416867e-9,POLDIP2/NCAPD2/ANLN/MRE11/CUL7/RAD51/MSH4/CTDP1/ASPM/STAG3/TRIP13/CLASP1/MLH1/SPAG5/TOP2B/ZCWPW1/CDC14A/NDC80/CDC14B/NFE2L1/SEH1L/RAD54L/AURKA/TPX2/ANAPC5/BIRC5/NUDC/KIF4A/RANBP1/DMC1/PRMT5/CCNB1IP1/MYBL2/KIF3B/CHMP4B/CENPI/RAB11A/CCNE1/PPP2R1A/BCCIP/SMC3/KPNB1/NCAPG/CCDC86/RAD51AP1/CDKN1B/FBXO5/TTK/RAD1/SMC4/ACTR3/CDC20/NEK2/CENPF/STAG1/KIF14/MLH3/TEX14/NCAPH/MND1/KIF18A/ZWINT/CENPK/CKS2/MAD2L1BP/DLGAP5/PKMYT1/LIF/KNSTRN/SGO1/CDC16/CHMP2A/CHMP1A/TUBG1/PSMC3IP/TOP2A/RAN/FIGNL1/VPS4A/TEX15/CCNB1/PSRC1/CDCA8/ESPL1/BORA/BRIP1/SLC2A8/CDK5RAP2/NUSAP1/KIF23/KNL1/KIF11/KIF20B/CENPE/BRCA2/RB1/TOM1L1/ANAPC11/KIF2C/NUF2/ANKRD53/FANCD2/DYNC1LI1/NCAPG2/CHMP7/MKI67/ATM/INCENP/NCAPD3/SPC25/SMARCA5/BUB3/PSMA8/SKA1/EME1/TTN/FBXO43/NSMCE2/BUB1B/CCNB2/CDC25C/KASH5/SPC24/LRP5/TGFA/KIF15/MAD2L1/PTTG1/RAD21/DCAF13/SKA3/PRAP1/GOLGA2/IGF2/CDT1/DDB1/REEP4/KCTD19/BUB1/CENPX/CDK1/INSR/SYCE1/MTBP/IHO1/ZWILCH/UBE2C/DCTN2/CENPS/TOM1L2/SPHK1/ANKLE2/HASPIN/GEN1/AURKB/RRS1/CALR/RCC1/TDRKH/RAD51B/CHEK2/KMT5A/KNTC1/CDCA2/L3MBTL1/PSMD13/DRG1/KIF18B/PPP1CC/SIRT7/FANCA/FANCM/SLX4/PIWIL2/RAD54B/EME2/PRC1/KIFC1/MSH5/BAG6/MZT1/LCMT1/PTTG2/PINX1/CHMP4A/CDKN1C/NDE1/UHRF1,188,cd4_all_blue_GO_BP_AllGenes.csv,NA,NA
cd4_all,blue,GO,BP,AllGenes,GO:0048285,organelle fission,204/4070,435/12980,0.468965517241379,1.49561975768872,7.10619098735384,4.08478329662206e-12,4.496529452921561e-9,4.339329792579981e-9,POLDIP2/NCAPD2/ANLN/MRE11/CUL7/RAD51/MSH4/CTDP1/ASPM/STAG3/TRIP13/CLASP1/MLH1/SPAG5/TOP2B/ZCWPW1/CDC14A/NDC80/CDC14B/NFE2L1/SEH1L/RAD54L/AURKA/TPX2/ANAPC5/BIRC5/NUDC/KIF4A/RANBP1/DMC1/MIEF1/PRMT5/CCNB1IP1/MYBL2/KIF3B/CHMP4B/CENPI/RAB11A/CCNE1/PPP2R1A/BCCIP/SMC3/KPNB1/NCAPG/MTCH2/CCDC86/CORO1C/RAD51AP1/CDKN1B/FBXO5/TTK/RAD1/SMC4/ACTR3/CDC20/NEK2/CENPF/STAG1/KIF14/MLH3/TEX14/NCAPH/MND1/KIF18A/ZWINT/CENPK/CKS2/MAD2L1BP/DLGAP5/PKMYT1/LIF/KNSTRN/SGO1/CDC16/CHMP2A/CHMP1A/TUBG1/PSMC3IP/TOP2A/RAN/FIGNL1/VPS4A/TEX15/CCNB1/PSRC1/CDCA8/ESPL1/BORA/BRIP1/SLC2A8/CDK5RAP2/NUSAP1/KIF23/KNL1/KIF11/KIF20B/CENPE/BRCA2/RB1/TOM1L1/ANAPC11/KIF2C/NUF2/ANKRD53/FANCD2/DYNC1LI1/MTFR2/NCAPG2/CHMP7/MKI67/ATM/INCENP/NCAPD3/SPC25/SMARCA5/CYRIB/BUB3/PSMA8/SKA1/EME1/TTN/MCU/FBXO43/NSMCE2/BUB1B/CCNB2/CDC25C/PINK1/KASH5/SPC24/LRP5/PEX19/TGFA/KIF15/MAD2L1/PTTG1/RAD21/DCAF13/SKA3/PRAP1/GOLGA2/IGF2/CDT1/DDB1/REEP4/KCTD19/MFF/BUB1/CENPX/CDK1/INSR/SYCE1/MTBP/IHO1/ZWILCH/UBE2C/DCTN2/CENPS/TOM1L2/SPHK1/BNIP3/ANKLE2/MIEF2/HASPIN/GEN1/AURKB/RRS1/CALR/MROH1/RCC1/TDRKH/RAD51B/CHEK2/KMT5A/KNTC1/CDCA2/PRKN/L3MBTL1/PSMD13/DRG1/KIF18B/PPP1CC/SIRT7/FANCA/FANCM/SLX4/PIWIL2/RAD54B/EME2/OPA1/PRC1/KIFC1/MSH5/BAG6/MZT1/LCMT1/PGAM5/PTTG2/PINX1/CHMP4A/CDKN1C/NDE1/UHRF1/MYO19,204,cd4_all_blue_GO_BP_AllGenes.csv,NA,NA
cd4_all,blue,GO,BP,AllGenes,GO:0140014,mitotic nuclear division,134/4070,261/12980,0.513409961685824,1.63736149943046,7.0300524411445,1.0018637402192799e-11,9.190430043611511e-9,8.8691305844675e-9,POLDIP2/NCAPD2/ANLN/CUL7/CTDP1/TRIP13/CLASP1/SPAG5/CDC14A/NDC80/CDC14B/NFE2L1/SEH1L/AURKA/TPX2/ANAPC5/BIRC5/NUDC/KIF4A/RANBP1/PRMT5/MYBL2/KIF3B/CHMP4B/CENPI/RAB11A/PPP2R1A/BCCIP/SMC3/KPNB1/NCAPG/CCDC86/CDKN1B/FBXO5/TTK/SMC4/CDC20/NEK2/CENPF/STAG1/KIF14/TEX14/NCAPH/KIF18A/ZWINT/CENPK/MAD2L1BP/DLGAP5/PKMYT1/KNSTRN/CDC16/CHMP2A/CHMP1A/TUBG1/RAN/VPS4A/CCNB1/PSRC1/CDCA8/ESPL1/BORA/CDK5RAP2/NUSAP1/KIF23/KNL1/KIF11/KIF20B/CENPE/RB1/TOM1L1/ANAPC11/KIF2C/NUF2/ANKRD53/DYNC1LI1/NCAPG2/CHMP7/MKI67/ATM/INCENP/NCAPD3/SPC25/SMARCA5/BUB3/SKA1/TTN/FBXO43/NSMCE2/BUB1B/CDC25C/SPC24/LRP5/TGFA/KIF15/MAD2L1/RAD21/SKA3/PRAP1/GOLGA2/IGF2/CDT1/REEP4/BUB1/CDK1/INSR/MTBP/ZWILCH/UBE2C/DCTN2/TOM1L2/SPHK1/ANKLE2/HASPIN/GEN1/AURKB/RRS1/RCC1/CHEK2/KMT5A/KNTC1/CDCA2/L3MBTL1/DRG1/KIF18B/PPP1CC/PRC1/KIFC1/MZT1/LCMT1/PINX1/CHMP4A/CDKN1C/NDE1/UHRF1,134,cd4_all_blue_GO_BP_AllGenes.csv,NA,NA
cd4_all,blue,GO,BP,AllGenes,GO:0000070,mitotic sister chromatid segregation,103/4070,187/12980,0.550802139037433,1.75661222720046,7.04347419045268,1.1963139535880598e-11,9.406445715069561e-9,9.077594300459181e-9,POLDIP2/NCAPD2/TRIP13/CLASP1/SPAG5/NDC80/SEH1L/TPX2/ANAPC5/BIRC5/NUDC/KIF4A/MYBL2/KIF3B/CHMP4B/CENPI/RAB11A/PPP2R1A/BCCIP/SMC3/KPNB1/NCAPG/FBXO5/TTK/SMC4/CDC20/NEK2/CENPF/STAG1/KIF14/TEX14/NCAPH/KIF18A/ZWINT/CENPK/MAD2L1BP/DLGAP5/KNSTRN/CDC16/CHMP2A/CHMP1A/TUBG1/RAN/VPS4A/CCNB1/PSRC1/CDCA8/ESPL1/CDK5RAP2/NUSAP1/KIF23/KNL1/KIF11/CENPE/RB1/ANAPC11/KIF2C/NUF2/ANKRD53/DYNC1LI1/NCAPG2/CHMP7/ATM/INCENP/NCAPD3/SPC25/SMARCA5/BUB3/SKA1/TTN/NSMCE2/BUB1B/SPC24/KIF15/MAD2L1/RAD21/SKA3/PRAP1/GOLGA2/CDT1/BUB1/CDK1/ZWILCH/UBE2C/DCTN2/HASPIN/GEN1/AURKB/RRS1/RCC1/CHEK2/KMT5A/KNTC1/DRG1/KIF18B/PPP1CC/PRC1/KIFC1/MZT1/LCMT1/PINX1/CHMP4A/UHRF1,103,cd4_all_blue_GO_BP_AllGenes.csv,NA,NA
cd4_all,blue,GO,BP,AllGenes,GO:0044772,mitotic cell cycle phase transition,187/4070,403/12980,0.464019851116625,1.47984709275032,6.61372037670295,1.00124260909333e-10,6.88854915056213e-8,6.64772395458547e-8,CDC27/PKD1/DPF1/ANLN/TACC3/MNAT1/MRE11/FHL1/PIAS1/MYO16/CUL1/RIOK2/CTDP1/BCAT1/TRIP13/TCF3/CLASP1/ACTB/CDC14A/SMARCA2/RBL1/NDC80/CDC14B/ZNF324/ABCB1/ORC1/UIMC1/AURKA/ANAPC5/BIRC5/MAP3K20/PSME1/CLSPN/CDC6/CDC7/BCL7C/RBX1/CDKN3/PSME2/E2F1/CHMP4B/RBBP8/RAB11A/NBN/CCNE1/BABAM1/CDK6/GTPBP4/SMARCD2/BCL7A/FOXM1/CDKN1B/FBXO5/CCND3/TTK/CCNG1/NEK11/EIF4G1/ACVR1/CDC20/CENPF/KIF14/CCND2/CPSF3/PPP6C/TEX14/KHDRBS1/ZWINT/CDK2/STIL/CKS2/BTN2A2/MAD2L1BP/STK35/DLGAP5/PKMYT1/SMARCA4/CDC16/CHMP2A/LATS1/ANKRD17/VPS4A/DPF2/CCNB1/CDCA8/TAOK3/ESPL1/MDM2/RNASEH2B/CDK5RAP2/MYC/KNL1/HECW2/CCNG2/CENPE/NABP2/RB1/CYP1A1/TICRR/ANAPC11/BRD4/AKT1/NUF2/DTL/CALM2/ETAA1/DYNC1LI1/CTDSPL/CCNA2/CCNB3/CHMP7/DGKZ/ATM/INCENP/EIF4E/SPC25/RAD17/ANAPC1/BUB3/XPC/SKA1/KDM8/NSMCE2/BUB1B/CCNB2/CDC25C/DONSON/CALM3/TAOK1/MRNIP/SPC24/CCNF/ERCC3/TOPBP1/CDC25A/MAD2L1/TERT/RAD21/MELK/SKA3/PRAP1/E2F7/CUL5/WEE1/DDB1/RFWD3/BUB1/AVEN/WNT10B/CDK1/PLRG1/BCL2/RRM2/MTBP/PHF8/NABP1/ZWILCH/ATR/UBE2C/ATAD5/CRLF3/POLE/HASPIN/GEN1/CTC1/AURKB/RCC2/RCC1/RAD51B/CHEK2/IQGAP3/KNTC1/FOXO4/MUC1/EIF4EBP1/KANK2/ZNF655/TFDP1/GIGYF2/CCNI2/LCMT1/TREX1/MBLAC1/PPME1/PRKDC/PINX1/CDKN1C,187,cd4_all_blue_GO_BP_AllGenes.csv,NA,NA
cd4_all,blue,GO,BP,AllGenes,GO:0010948,negative regulation of cell cycle process,137/4070,276/12980,0.496376811594203,1.58303956130043,6.6170023895931,1.27703797835264e-10,7.8097967031699e-8,7.53676448978644e-8,UFL1/MRE11/FHL1/NSUN2/MYO16/RAD51/TRIP13/RBL1/NDC80/CDC14B/ATRX/ORC1/UIMC1/BIRC5/MAP3K20/WDR76/CLSPN/CDC45/CDC6/TELO2/CSNK2A1/TTI1/E2F1/RBBP8/NAA10/NUBP1/NBN/DOT1L/BABAM1/GTPBP4/TRIM37/PRPF19/TIMELESS/FBXO5/TTK/RAD1/NEK11/ACVR1/ATF2/CDC20/NEK2/CENPF/TEX14/ZWINT/CDK2/BTN2A2/MAD2L1BP/STK35/PKMYT1/LIF/EIF2AK4/E2F8/STK33/CHMP2A/TERF2/VPS4A/CCNB1/CDCA8/TAOK3/ESPL1/RNASEH2B/BRIP1/CDK5RAP2/MDC1/KNL1/DNA2/NABP2/BRCA2/RB1/TICRR/TOM1L1/BRD4/NUF2/DTL/ETAA1/FANCD2/DYNC1LI1/CTDSPL/DGKZ/ATM/INCENP/FBXO4/SPC25/RAD17/SMARCA5/BUB3/XPC/SKA1/EME1/FBXO43/BUB1B/DONSON/TAOK1/MRNIP/SPC24/CCNF/APBB2/TOPBP1/MAD2L1/RAD21/SKA3/PRAP1/E2F7/WEE1/CDT1/RFWD3/BUB1/AVEN/CDK1/SETMAR/BCL2/RHNO1/MTBP/NABP1/ZWILCH/ATR/TOM1L2/CRLF3/HASPIN/GEN1/AURKB/PTPN11/NPM1/CHEK2/KNTC1/FOXO4/MUC1/H2AX/KANK2/ZNF655/EME2/GIGYF2/LCMT1/TREX1/ERCC6/PRKDC/PINX1,137,cd4_all_blue_GO_BP_AllGenes.csv,NA,NA
cd4_all,blue,GO,BP,AllGenes,GO:1905818,regulation of chromosome separation,50/4070,74/12980,0.675675675675676,2.15485756026297,6.73329155559359,1.53527209375328e-10,8.45013760401803e-8,8.15471893166214e-8,NCAPD2/CSNK2A2/TRIP13/NDC80/ANAPC5/BIRC5/CSNK2A1/NCAPG/FBXO5/TTK/SMC4/CDC20/CENPF/TEX14/NCAPH/ZWINT/MAD2L1BP/DLGAP5/CDC16/CCNB1/CDCA8/ESPL1/CDK5RAP2/KNL1/RB1/ANAPC11/NUF2/DYNC1LI1/NCAPG2/ATM/INCENP/NCAPD3/SPC25/BUB3/SKA1/NSMCE2/BUB1B/SPC24/MAD2L1/RAD21/SKA3/PRAP1/BUB1/ZWILCH/UBE2C/HASPIN/GEN1/AURKB/KNTC1/LCMT1,50,cd4_all_blue_GO_BP_AllGenes.csv,NA,NA
cd4_all,blue,GO,BP,AllGenes,GO:0000075,cell cycle checkpoint signaling,99/4070,184/12980,0.53804347826087,1.71592244418331,6.61023261110266,1.78041208798751e-10,8.90853466571203e-8,8.59709033108608e-8,UFL1/MRE11/NSUN2/RAD51/TRIP13/NDC80/CDC14B/ORC1/UIMC1/BIRC5/MAP3K20/WDR76/CLSPN/CDC45/CDC6/TELO2/CSNK2A1/TTI1/E2F1/RBBP8/NBN/DOT1L/BABAM1/PRPF19/TIMELESS/TTK/RAD1/NEK11/ATF2/CDC20/CENPF/TEX14/ZWINT/CDK2/MAD2L1BP/EIF2AK4/STK33/VPS4A/CCNB1/CDCA8/TAOK3/RNASEH2B/BRIP1/CDK5RAP2/MDC1/KNL1/DNA2/NABP2/BRCA2/TICRR/BRD4/NUF2/DTL/ETAA1/FANCD2/DYNC1LI1/DGKZ/ATM/INCENP/FBXO4/SPC25/RAD17/BUB3/XPC/SKA1/EME1/BUB1B/DONSON/TAOK1/MRNIP/SPC24/TOPBP1/MAD2L1/SKA3/PRAP1/CDT1/RFWD3/BUB1/CDK1/SETMAR/RHNO1/NABP1/ZWILCH/ATR/HASPIN/GEN1/AURKB/PTPN11/CHEK2/KNTC1/FOXO4/MUC1/H2AX/EME2/GIGYF2/LCMT1/TREX1/ERCC6/PRKDC,99,cd4_all_blue_GO_BP_AllGenes.csv,NA,NA
cd4_all,blue,GO,BP,AllGenes,GO:0044770,cell cycle phase transition,222/4070,500/12980,0.444,1.416,6.41135772039979,2.9943807235950203e-10,1.3156935195082e-7,1.26969658419492e-7,CDC27/PKD1/DPF1/ANLN/TACC3/UFL1/MNAT1/MRE11/FHL1/PIAS1/NSUN2/MYO16/RAD51/CUL1/RIOK2/CTDP1/BCAT1/TRIP13/TCF3/CLASP1/ACTB/CDC14A/SMARCA2/RBL1/NDC80/CDC14B/ZNF324/ABCB1/ORC1/UIMC1/AURKA/ANAPC5/BIRC5/MAP3K20/PSME1/WDR76/CLSPN/CDC45/CDC6/CDC7/BCL7C/RBX1/CDKN3/TELO2/PSME2/CSNK2A1/TTI1/E2F1/CHMP4B/FAM83D/RBBP8/RAB11A/NBN/DOT1L/CCNE1/BABAM1/CDK6/GTPBP4/SMARCD2/PRPF19/BCL7A/FOXM1/CDKN1B/TIMELESS/FBXO5/CCND3/TTK/CCNG1/RAD1/NEK11/EIF4G1/ACVR1/ATF2/CDC20/CENPF/KIF14/CCND2/CPSF3/PPP6C/TEX14/KHDRBS1/ZWINT/CDK2/STIL/CKS2/BTN2A2/MAD2L1BP/STK35/DLGAP5/PKMYT1/SMARCA4/EIF2AK4/CDC16/STK33/CHMP2A/LATS1/ANKRD17/VPS4A/DPF2/CCNB1/CDCA8/TAOK3/ESPL1/MDM2/RNASEH2B/BRIP1/CDK5RAP2/MYC/MDC1/KNL1/DNA2/HECW2/CCNG2/CENPE/NABP2/BRCA2/RB1/CYP1A1/TICRR/ANAPC11/BRD4/AKT1/NUF2/DTL/CALM2/ETAA1/FANCD2/DYNC1LI1/CTDSPL/CCNA2/CCNB3/CHMP7/DGKZ/ATM/INCENP/EIF4E/FBXO4/SPC25/RAD17/ANAPC1/BUB3/XPC/SKA1/EME1/KDM8/NSMCE2/BUB1B/CCNB2/CDC25C/DONSON/CALM3/TAOK1/MRNIP/SPC24/CCNF/ERCC3/APBB2/TOPBP1/CDC25A/MAD2L1/TERT/RAD21/MELK/SKA3/PRAP1/E2F7/CUL5/WEE1/CDT1/DDB1/RFWD3/BUB1/AVEN/WNT10B/CDK1/SETMAR/PLRG1/BCL2/RHNO1/RRM2/MTBP/PHF8/NABP1/ZWILCH/ATR/UBE2C/ATAD5/CRLF3/POLE/HASPIN/GEN1/CTC1/AURKB/RCC2/PTPN11/RCC1/NPM1/RAD51B/CHEK2/IQGAP3/KNTC1/FOXO4/MUC1/UBE2L3/EIF4EBP1/H2AX/KANK2/ZNF655/EME2/PLCG2/DDRGK1/TFDP1/GIGYF2/CCNI2/LCMT1/TREX1/MBLAC1/PPME1/ERCC6/PRKDC/PINX1/CDKN1C,222,cd4_all_blue_GO_BP_AllGenes.csv,NA,NA
cd4_all,blue,GO,BP,AllGenes,GO:0007088,regulation of mitotic nuclear division,65/4070,107/12980,0.607476635514019,1.93735791866633,6.5801595725157,3.10756100174538e-10,1.3156935195082e-7,1.26969658419492e-7,CUL7/TRIP13/NDC80/NFE2L1/AURKA/ANAPC5/BIRC5/PRMT5/FBXO5/TTK/CDC20/NEK2/CENPF/TEX14/ZWINT/MAD2L1BP/DLGAP5/PKMYT1/CDC16/CCNB1/CDCA8/ESPL1/BORA/CDK5RAP2/NUSAP1/KNL1/KIF20B/RB1/TOM1L1/ANAPC11/NUF2/DYNC1LI1/MKI67/ATM/INCENP/SPC25/BUB3/SKA1/FBXO43/NSMCE2/BUB1B/CDC25C/SPC24/LRP5/TGFA/MAD2L1/RAD21/SKA3/PRAP1/IGF2/BUB1/INSR/MTBP/ZWILCH/UBE2C/TOM1L2/SPHK1/HASPIN/GEN1/AURKB/RCC1/KNTC1/CDCA2/L3MBTL1/LCMT1,65,cd4_all_blue_GO_BP_AllGenes.csv,NA,NA
